,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,분류,고급/일반,내구/준내구/비내구,편의/선매/전문
1252,B,54,5403,B540302,간편조리생선,간편조리행사,가공식품,일반,비내구,편의
1253,B,54,5404,B540401,생선초밥,모둠초밥,가공식품,일반,비내구,편의
1254,B,54,5404,B540402,생선초밥,활어초밥,가공식품,일반,비내구,편의
1255,B,55,5501,B550101,건과,땅콩,가공식품,일반,비내구,편의
1256,B,55,5501,B550102,건과,대추,가공식품,일반,비내구,편의
1257,B,55,5501,B550103,건과,호두,가공식품,일반,비내구,편의
1258,B,55,5501,B550104,건과,잣,가공식품,일반,비내구,편의
1259,B,55,5501,B550105,건과,곶감,가공식품,일반,비내구,편의
1260,B,55,5501,B550106,건과,은행,가공식품,일반,비내구,편의
1261,B,55,5501,B550107,건과,건과기타,가공식품,일반,비내구,편의
1262,B,55,5501,B550108,건과,건과선물세트,가공식품,일반,비내구,편의
1263,B,55,5501,B550109,건과,건과일,가공식품,일반,비내구,편의
1264,B,55,5501,B550110,건과,과일칩,가공식품,일반,비내구,편의
1265,B,55,5501,B550111,건과,마카다미아,가공식품,일반,비내구,편의
1266,B,55,5501,B550112,건과,믹스넛,가공식품,일반,비내구,편의
1267,B,55,5501,B550113,건과,시즈닝견과,가공식품,일반,비내구,편의
1268,B,55,5501,B550114,건과,피스타치오,가공식품,일반,비내구,편의
1269,B,55,5501,B550115,건과,하루견과,가공식품,일반,비내구,편의
1270,B,55,5501,B550116,건과,요리용견과,가공식품,일반,비내구,편의
1271,B,55,5501,B550117,건과,캐슈넛,가공식품,일반,비내구,편의
1272,B,55,5501,B550118,건과,친환경건과,가공식품,일반,비내구,편의
1273,B,55,5501,B550119,건과,블루베리,가공식품,일반,비내구,편의
1274,B,55,5501,B550120,건과,아몬드,가공식품,일반,비내구,편의
1275,B,56,5601,B560101,밥류,도시락,가공식품,일반,비내구,편의
1276,B,56,5601,B560102,밥류,김밥,가공식품,일반,비내구,편의
1277,B,56,5601,B560103,밥류,초밥,가공식품,일반,비내구,편의
1278,B,56,5602,B560201,간편조리,한식,가공식품,일반,비내구,편의
1279,B,56,5602,B560202,간편조리,아시안,가공식품,일반,비내구,편의
1280,B,56,5602,B560203,간편조리,음료,가공식품,일반,비내구,편의
1281,B,56,5602,B560204,간편조리,양식,가공식품,일반,비내구,편의
1282,B,56,5603,B560301,김/초밥,초밥,가공식품,일반,비내구,편의
1283,B,56,5603,B560302,김/초밥,김밥/롤,가공식품,일반,비내구,편의
1284,B,56,5604,B560401,도시락,도시락,가공식품,일반,비내구,편의
1285,B,56,5604,B560402,도시락,샌드위치,가공식품,일반,비내구,편의
1286,B,56,5605,B560501,간편조리,샐러드,가공식품,일반,비내구,편의
1287,B,56,5605,B560502,간편조리,요리,가공식품,일반,비내구,편의
1288,B,57,5701,B570101,선식,미숫가루,가공식품,일반,비내구,편의
1289,B,57,5701,B570102,선식,일반선식,가공식품,일반,비내구,편의
1290,B,57,5701,B570103,선식,기타선식,가공식품,일반,비내구,편의
1291,B,57,5702,B570201,떡,멥쌀떡,가공식품,일반,비내구,편의
1292,B,57,5702,B570202,떡,찰떡,가공식품,일반,비내구,편의
1293,B,57,5702,B570203,떡,기타떡,가공식품,일반,비내구,편의
1294,B,57,5702,B570204,떡,일반떡,가공식품,일반,비내구,편의
1295,B,57,5702,B570205,떡,요리떡,가공식품,일반,비내구,편의
1296,B,57,5702,B570206,떡,전통과자,가공식품,일반,비내구,편의
1297,B,57,5703,B570301,족발,족발,가공식품,일반,비내구,편의
1298,B,57,5703,B570302,족발,순대,가공식품,일반,비내구,편의
1299,B,58,5801,B580101,족발,즉석족발,가공식품,일반,비내구,편의
1300,B,58,5801,B580102,족발,냉장족발,가공식품,일반,비내구,편의
1301,B,58,5802,B580201,순대,일반순대,가공식품,일반,비내구,편의
1302,B,58,5802,B580202,순대,요리순대,가공식품,일반,비내구,편의
1303,B,59,5901,B590101,단무지류,단무지류,가공식품,일반,비내구,편의
1304,B,61,6102,B610201,간식조리,식사대용,가공식품,일반,비내구,편의
1305,B,61,6102,B610202,간식조리,전통간식,가공식품,일반,비내구,편의
1306,B,62,6201,B620101,빵,식빵,가공식품,일반,비내구,편의
1307,B,62,6201,B620102,빵,과자빵,가공식품,일반,비내구,편의
1308,B,62,6201,B620103,빵,바게트,가공식품,일반,비내구,편의
1309,B,62,6201,B620104,빵,케익,가공식품,일반,비내구,편의
1310,B,62,6201,B620105,빵,선물류,가공식품,일반,비내구,편의
1311,B,62,6201,B620106,빵,페스츄리류,가공식품,일반,비내구,편의
1312,B,62,6201,B620107,빵,온라인베이커리,가공식품,일반,비내구,편의
1313,B,62,6202,B620201,피자,오븐베이크류,가공식품,일반,비내구,편의
1314,B,62,6202,B620202,피자,피자,가공식품,일반,비내구,편의
1315,B,63,6302,B630201,전통간식,강정행사,가공식품,일반,비내구,편의
1316,B,63,6302,B630202,전통간식,떡행사,가공식품,일반,비내구,편의
1317,B,63,6302,B630203,전통간식,한과행사,가공식품,일반,비내구,편의
1318,B,63,6307,B630701,즉석구이안주,즉석쥐포,가공식품,일반,비내구,편의
1319,B,63,6307,B630702,즉석구이안주,즉석오징어,가공식품,일반,비내구,편의
1320,B,63,6307,B630703,즉석구이안주,즉석어포,가공식품,일반,비내구,편의
1321,B,63,6308,B630801,즉석구이김,즉석김자반,가공식품,일반,비내구,편의
1322,B,63,6308,B630802,즉석구이김,즉석김,가공식품,일반,비내구,편의
1323,B,67,6701,B670101,피자,VIC피자,가공식품,일반,비내구,편의
1324,B,67,6701,B670102,피자,일마레,가공식품,일반,비내구,편의
1325,B,67,6701,B670103,피자,엠디월드,가공식품,일반,비내구,편의
1326,B,67,6701,B670104,피자,보네스빼,가공식품,일반,비내구,편의
1327,B,67,6703,B670301,디저트,베이커리 디저트,가공식품,일반,비내구,편의
1328,B,67,6703,B670302,디저트,음료,가공식품,일반,비내구,편의
1329,B,67,6703,B670303,디저트,아이스크림,가공식품,일반,비내구,편의
1330,B,67,6703,B670304,디저트,일마레피자,가공식품,일반,비내구,편의
1331,B,67,6703,B670305,디저트,엠디월드피자,가공식품,일반,비내구,편의
1332,B,67,6703,B670306,디저트,보네스빼피자,가공식품,일반,비내구,편의
1333,B,67,6703,B670307,디저트,피자헛익스프레스,가공식품,일반,비내구,편의
1334,B,67,6704,B670401,베이커리,피자,가공식품,일반,비내구,편의
1335,B,67,6704,B670402,베이커리,보네스빼,가공식품,일반,비내구,편의
1336,B,67,6704,B670403,베이커리,빠뮤,가공식품,일반,비내구,편의
1337,B,67,6704,B670404,베이커리,VIC마켓피자,가공식품,일반,비내구,편의
1338,B,67,6704,B670405,베이커리,VIC베이커리,가공식품,일반,비내구,편의
1339,B,72,7202,B720201,선식,곡물스낵,가공식품,일반,비내구,편의
1340,B,72,7202,B720202,선식,기타선식,가공식품,일반,비내구,편의
1341,B,72,7202,B720203,선식,다이어트대용식,가공식품,일반,비내구,편의
1342,B,72,7202,B720204,선식,미숫가루,가공식품,일반,비내구,편의
1343,B,72,7202,B720205,선식,볶은통곡물,가공식품,일반,비내구,편의
1344,B,72,7202,B720206,선식,일반선식,가공식품,일반,비내구,편의
1345,B,72,7202,B720207,선식,하루한끼선식,가공식품,일반,비내구,편의
1346,B,72,7203,B720301,온라인잡곡선식,온라인잡곡류,가공식품,일반,비내구,편의
1347,B,74,7401,B740101,라면,봉지라면,가공식품,일반,비내구,편의
1348,B,74,7401,B740102,라면,컵라면,가공식품,일반,비내구,편의
1349,B,74,7402,B740201,면류,국수,가공식품,일반,비내구,편의
1350,B,74,7402,B740202,면류,당면,가공식품,일반,비내구,편의
1351,B,74,7402,B740203,면류,수입면류,가공식품,일반,비내구,편의
1352,B,74,7402,B740204,면류,숙면,가공식품,일반,비내구,편의
1353,B,74,7403,B740301,간편요리,3분요리류,가공식품,일반,비내구,편의
1354,B,74,7403,B740302,간편요리,분말조리식,가공식품,일반,비내구,편의
1355,B,74,7404,B740401,밥죽류,즉석 죽/스프/누룽지,가공식품,일반,비내구,편의
1356,B,74,7404,B740402,밥죽류,즉석밥류,가공식품,일반,비내구,편의
1357,B,74,7404,B740403,밥죽류,컵밥류,가공식품,일반,비내구,편의
1358,B,74,7405,B740501,브랜드빵,식빵,가공식품,일반,비내구,편의
1359,B,74,7405,B740502,브랜드빵,일반빵,가공식품,일반,비내구,편의
1360,B,74,7405,B740503,브랜드빵,찐빵,가공식품,일반,비내구,편의
1361,B,77,7705,B770501,온라인규격/간편조리생선,온라인규격생선,가공식품,일반,비내구,편의
1362,B,77,7707,B770701,간편조리행사,즉석탕행사,가공식품,일반,비내구,편의
1363,B,77,7707,B770702,간편조리행사,즉석볶음행사,가공식품,일반,비내구,편의
1364,B,78,7801,B780101,굴비,국산굴비,가공식품,일반,비내구,편의
1365,B,78,7801,B780102,굴비,수입굴비,가공식품,일반,비내구,편의
1366,B,78,7802,B780201,반건생선,과메기,가공식품,일반,비내구,편의
1367,B,78,7802,B780202,반건생선,기타반건생선,가공식품,일반,비내구,편의
1368,B,78,7802,B780203,반건생선,반건가자미,가공식품,일반,비내구,편의
1369,B,78,7802,B780204,반건생선,반건갈치,가공식품,일반,비내구,편의
1370,B,78,7802,B780205,반건생선,반건고등어,가공식품,일반,비내구,편의
1371,B,78,7802,B780206,반건생선,반건오징어,가공식품,일반,비내구,편의
1372,B,78,7802,B780207,반건생선,반건임연수어,가공식품,일반,비내구,편의
1373,B,78,7802,B780208,반건생선,반건제수생선,가공식품,일반,비내구,편의
1374,B,78,7802,B780209,반건생선,코다리,가공식품,일반,비내구,편의
1375,B,78,7803,B780301,굴비/반건생선선물세트,굴비세트,가공식품,일반,비내구,편의
1376,B,79,7901,B790101,해초,기타해초류,가공식품,일반,비내구,편의
1377,B,79,7901,B790102,해초,다시마,가공식품,일반,비내구,편의
1378,B,79,7901,B790103,해초,매생이,가공식품,일반,비내구,편의
1379,B,79,7901,B790104,해초,미역,가공식품,일반,비내구,편의
1380,B,79,7901,B790105,해초,톳,가공식품,일반,비내구,편의
1381,B,79,7901,B790106,해초,파래,가공식품,일반,비내구,편의
1382,B,79,7901,B790107,해초,포장해초류,가공식품,일반,비내구,편의
1383,B,79,7903,B790301,조개살,곤이,가공식품,일반,비내구,편의
1384,B,79,7903,B790302,조개살,관자살,가공식품,일반,비내구,편의
1385,B,79,7903,B790303,조개살,기타조개살,가공식품,일반,비내구,편의
1386,B,79,7903,B790304,조개살,논우렁살,가공식품,일반,비내구,편의
1387,B,79,7903,B790305,조개살,멍게,가공식품,일반,비내구,편의
1388,B,79,7903,B790306,조개살,명태알,가공식품,일반,비내구,편의
1389,B,79,7903,B790307,조개살,미더덕,가공식품,일반,비내구,편의
1390,B,79,7903,B790308,조개살,바지락살,가공식품,일반,비내구,편의
1391,B,79,7903,B790309,조개살,새우살,가공식품,일반,비내구,편의
1392,B,79,7903,B790310,조개살,생굴,가공식품,일반,비내구,편의
1393,B,79,7903,B790311,조개살,오만둥이,가공식품,일반,비내구,편의
1394,B,79,7903,B790312,조개살,해삼,가공식품,일반,비내구,편의
1395,B,79,7903,B790313,조개살,홍합살,가공식품,일반,비내구,편의
1396,B,79,7904,B790401,연체,갑오징어,가공식품,일반,비내구,편의
1397,B,79,7904,B790402,연체,기타연체류,가공식품,일반,비내구,편의
1398,B,79,7904,B790403,연체,낙지,가공식품,일반,비내구,편의
1399,B,79,7904,B790404,연체,문어,가공식품,일반,비내구,편의
1400,B,79,7904,B790405,연체,주꾸미,가공식품,일반,비내구,편의
1401,B,79,7904,B790406,연체,해파리,가공식품,일반,비내구,편의
1402,B,79,7906,B790601,해물선물세트,기타해물선물세트,가공식품,일반,비내구,편의
1403,B,79,7906,B790602,해물선물세트,전복선물세트,가공식품,일반,비내구,편의
1404,B,80,8002,B800201,멸치,국물용멸치,가공식품,일반,비내구,편의
1405,B,80,8002,B800202,멸치,볶음용멸치,가공식품,일반,비내구,편의
1406,B,80,8002,B800203,멸치,볶음조림용멸치,가공식품,일반,비내구,편의
1407,B,80,8002,B800204,멸치,새우홍합,가공식품,일반,비내구,편의
1408,B,80,8003,B800301,천연조미료,국물팩,가공식품,일반,비내구,편의
1409,B,80,8003,B800302,천연조미료,어간장,가공식품,일반,비내구,편의
1410,B,80,8003,B800303,천연조미료,원물가루,가공식품,일반,비내구,편의
1411,B,80,8004,B800401,황태,황태채,가공식품,일반,비내구,편의
1412,B,80,8004,B800402,황태,황태포,가공식품,일반,비내구,편의
1413,B,80,8005,B800501,미역/다시마,다시마,가공식품,일반,비내구,편의
1414,B,80,8005,B800502,미역/다시마,미역,가공식품,일반,비내구,편의
1415,B,80,8006,B800601,멸치황태미역선물세트,멸치세트,가공식품,일반,비내구,편의
1416,B,81,8101,B810101,즉석구이김,즉석김,가공식품,일반,비내구,편의
1417,B,81,8101,B810102,즉석구이김,즉석김자반,가공식품,일반,비내구,편의
1418,B,81,8102,B810201,마른김,김밥김,가공식품,일반,비내구,편의
1419,B,81,8102,B810202,마른김,마른김,가공식품,일반,비내구,편의
1420,B,81,8103,B810301,조미김,식탁김,가공식품,일반,비내구,편의
1421,B,81,8103,B810302,조미김,외국인특화김,가공식품,일반,비내구,편의
1422,B,81,8103,B810303,조미김,전장김,가공식품,일반,비내구,편의
1423,B,81,8104,B810401,김가공품,김가공품,가공식품,일반,비내구,편의
1424,B,81,8104,B810402,김가공품,김자반,가공식품,일반,비내구,편의
1425,B,81,8104,B810403,김가공품,부각,가공식품,일반,비내구,편의
1426,B,81,8105,B810501,김선물세트,김선물세트,가공식품,일반,비내구,편의
1427,B,89,8902,B890201,가공란,가공계란,가공식품,일반,비내구,편의
1428,B,89,8902,B890202,가공란,가공메추리알,가공식품,일반,비내구,편의
1429,C,4,402,C040201,선어가공,굴비류,가공식품,일반,비내구,편의
1430,C,4,402,C040202,선어가공,과메기,가공식품,일반,비내구,편의
1431,C,4,402,C040203,선어가공,코다리,가공식품,일반,비내구,편의
1432,C,4,402,C040204,선어가공,반건생선류,가공식품,일반,비내구,편의
1433,C,4,402,C040205,선어가공,굴비선물세트,가공식품,일반,비내구,편의
1434,C,4,402,C040206,선어가공,반건생선선물세트,가공식품,일반,비내구,편의
1435,C,4,402,C040207,선어가공,포장고등어,가공식품,일반,비내구,편의
1436,C,4,402,C040208,선어가공,포장연어,가공식품,일반,비내구,편의
1437,C,4,402,C040209,선어가공,포장날치알,가공식품,일반,비내구,편의
1438,C,4,402,C040210,선어가공,포장새우살,가공식품,일반,비내구,편의
1439,C,4,402,C040211,선어가공,포장해물류,가공식품,일반,비내구,편의
1440,C,4,402,C040212,선어가공,대구전감,가공식품,일반,비내구,편의
1441,C,4,402,C040213,선어가공,명태전감,가공식품,일반,비내구,편의
1442,C,4,402,C040214,선어가공,생선선물세트,가공식품,일반,비내구,편의
1443,C,4,402,C040215,선어가공,혼합수산선물세트,가공식품,일반,비내구,편의
1444,C,4,402,C040216,선어가공,즉석젓갈류,가공식품,일반,비내구,편의
1445,C,4,404,C040401,건어가공,조미오징어,가공식품,일반,비내구,편의
1446,C,4,404,C040402,건어가공,훈제/구이오징어,가공식품,일반,비내구,편의
1447,C,4,404,C040403,건어가공,쥐치포,가공식품,일반,비내구,편의
1448,C,4,404,C040404,건어가공,원물천연조미료,가공식품,일반,비내구,편의
1449,C,4,404,C040405,건어가공,조미전장김,가공식품,일반,비내구,편의
1450,C,4,404,C040406,건어가공,조미도시락김,가공식품,일반,비내구,편의
1451,C,4,404,C040407,건어가공,김자반/부각/튀각,가공식품,일반,비내구,편의
1452,C,4,404,C040408,건어가공,멸치선물세트,가공식품,일반,비내구,편의
1453,C,4,404,C040409,건어가공,김선물세트,가공식품,일반,비내구,편의
1454,C,4,404,C040410,건어가공,기타건해산물선물세트,가공식품,일반,비내구,편의
1455,C,6,604,C060401,베이커리,식빵,가공식품,일반,비내구,편의
1456,C,6,604,C060402,베이커리,일반빵,가공식품,일반,비내구,편의
1457,C,6,604,C060403,베이커리,호빵찐빵,가공식품,일반,비내구,편의
1458,C,6,604,C060404,베이커리,식빵류,가공식품,일반,비내구,편의
1459,C,6,604,C060405,베이커리,페스츄리류,가공식품,일반,비내구,편의
1460,C,6,604,C060406,베이커리,베이커리일반빵,가공식품,일반,비내구,편의
1461,C,6,604,C060407,베이커리,선물류,가공식품,일반,비내구,편의
1462,C,6,605,C060501,기타조리식품,한과,가공식품,일반,비내구,편의
1463,C,6,605,C060502,기타조리식품,피자,가공식품,일반,비내구,편의
1464,C,6,605,C060503,기타조리식품,기타온장조리,가공식품,일반,비내구,편의
1465,C,6,605,C060504,기타조리식품,기타냉장조리,가공식품,일반,비내구,편의
1466,C,6,605,C060505,기타조리식품,요리떡,가공식품,일반,비내구,편의
1467,C,6,605,C060506,기타조리식품,일반떡,가공식품,일반,비내구,편의
1468,C,7,701,C070101,우유,일반우유,가공식품,일반,비내구,편의
1469,C,7,701,C070102,우유,기능성우유,가공식품,일반,비내구,편의
1470,C,7,701,C070103,우유,가공우유,가공식품,일반,비내구,편의
1471,C,7,701,C070104,우유,크림/연유,가공식품,일반,비내구,편의
1472,C,7,702,C070201,발효유,일반요구르트,가공식품,일반,비내구,편의
1473,C,7,702,C070202,발효유,마시는요구르트,가공식품,일반,비내구,편의
1474,C,7,702,C070203,발효유,떠먹는요구르트,가공식품,일반,비내구,편의
1475,C,7,703,C070301,치즈버터,버터/마가린,가공식품,일반,비내구,편의
1476,C,7,703,C070302,치즈버터,치즈,가공식품,일반,비내구,편의
1477,C,11,1107,C110701,두유,일반두유,가공식품,일반,비내구,편의
1478,C,11,1107,C110702,두유,유아두유,가공식품,일반,비내구,편의
1479,C,11,1107,C110703,두유,기타음료세트,가공식품,일반,비내구,편의
1480,C,13,1301,C130101,병통조림,채소병통조림,가공식품,일반,비내구,편의
1481,C,13,1301,C130102,병통조림,과일병통조림,가공식품,일반,비내구,편의
1482,C,13,1301,C130103,병통조림,참치통조림,가공식품,일반,비내구,편의
1483,C,13,1301,C130104,병통조림,골뱅이통조림,가공식품,일반,비내구,편의
1484,C,13,1301,C130105,병통조림,꽁치고등어통조림,가공식품,일반,비내구,편의
1485,C,13,1301,C130106,병통조림,연어통조림,가공식품,일반,비내구,편의
1486,C,13,1301,C130107,병통조림,기타수산통조림,가공식품,일반,비내구,편의
1487,C,13,1301,C130108,병통조림,햄통조림,가공식품,일반,비내구,편의
1488,C,13,1301,C130109,병통조림,닭고기통조림,가공식품,일반,비내구,편의
1489,C,13,1301,C130110,병통조림,기타축산통조림,가공식품,일반,비내구,편의
1490,C,13,1301,C130111,병통조림,햄통조림세트,가공식품,일반,비내구,편의
1491,C,13,1301,C130112,병통조림,참치통조림세트,가공식품,일반,비내구,편의
1492,C,13,1301,C130113,병통조림,통조림혼합세트,가공식품,일반,비내구,편의
1493,C,13,1301,C130114,병통조림,연어통조림세트,가공식품,일반,비내구,편의
1494,C,13,1301,C130115,병통조림,과일잼,가공식품,일반,비내구,편의
1495,C,13,1301,C130116,병통조림,스프레드,가공식품,일반,비내구,편의
1496,C,13,1304,C130401,분유,분유,가공식품,일반,비내구,편의
1497,C,13,1304,C130402,분유,이유식,가공식품,일반,비내구,편의
1498,C,13,1304,C130403,분유,유아과자,가공식품,일반,비내구,편의
1499,C,13,1304,C130404,분유,유아음료,가공식품,일반,비내구,편의
1500,C,13,1307,C130701,즉석식품,즉석카레짜장,가공식품,일반,비내구,편의
1501,C,13,1307,C130702,즉석식품,즉석덮밥류,가공식품,일반,비내구,편의
1502,C,13,1307,C130703,즉석식품,즉석밥,가공식품,일반,비내구,편의
1503,C,13,1307,C130704,즉석식품,즉석컵밥,가공식품,일반,비내구,편의
1504,C,13,1307,C130705,즉석식품,즉석죽,가공식품,일반,비내구,편의
1505,C,13,1307,C130706,즉석식품,즉석스프,가공식품,일반,비내구,편의
1506,C,13,1307,C130707,즉석식품,즉석누룽지,가공식품,일반,비내구,편의
1507,C,13,1307,C130708,즉석식품,즉석면류,가공식품,일반,비내구,편의
1508,C,13,1307,C130709,즉석식품,즉석국/찌개,가공식품,일반,비내구,편의
1509,C,13,1307,C130710,즉석식품,기타레토르트,가공식품,일반,비내구,편의
1510,C,13,1307,C130711,즉석식품,분말카레짜장,가공식품,일반,비내구,편의
1511,C,13,1307,C130712,즉석식품,분말스프,가공식품,일반,비내구,편의
1512,C,13,1308,C130801,가공건식품,맛밤류,가공식품,일반,비내구,편의
1513,C,13,1308,C130802,가공건식품,안주용육포류,가공식품,일반,비내구,편의
1514,C,13,1308,C130803,가공건식품,기타간식/안주형과자,가공식품,일반,비내구,편의
1515,C,14,1401,C140101,장류,간장,가공식품,일반,비내구,편의
1516,C,14,1401,C140102,장류,된장,가공식품,일반,비내구,편의
1517,C,14,1401,C140103,장류,고추장,가공식품,일반,비내구,편의
1518,C,14,1401,C140104,장류,쌈장,가공식품,일반,비내구,편의
1519,C,14,1401,C140105,장류,기타장류,가공식품,일반,비내구,편의
1520,C,14,1402,C140201,식용유,콩기름,가공식품,일반,비내구,편의
1521,C,14,1402,C140202,식용유,옥수수기름,가공식품,일반,비내구,편의
1522,C,14,1402,C140203,식용유,참기름/들기름,가공식품,일반,비내구,편의
1523,C,14,1402,C140204,식용유,올리브유,가공식품,일반,비내구,편의
1524,C,14,1402,C140205,식용유,포도씨유,가공식품,일반,비내구,편의
1525,C,14,1402,C140206,식용유,카놀라유,가공식품,일반,비내구,편의
1526,C,14,1402,C140207,식용유,해바라기씨유,가공식품,일반,비내구,편의
1527,C,14,1402,C140208,식용유,기타식용유,가공식품,일반,비내구,편의
1528,C,14,1402,C140209,식용유,식용유세트,가공식품,일반,비내구,편의
1529,C,14,1403,C140301,조미료,소금,가공식품,일반,비내구,편의
1530,C,14,1403,C140302,조미료,식초,가공식품,일반,비내구,편의
1531,C,14,1403,C140303,조미료,음용식초,가공식품,일반,비내구,편의
1532,C,14,1403,C140304,조미료,액젓,가공식품,일반,비내구,편의
1533,C,14,1403,C140305,조미료,가공조미료,가공식품,일반,비내구,편의
1534,C,14,1403,C140306,조미료,자연조미료,가공식품,일반,비내구,편의
1535,C,14,1403,C140307,조미료,액상조미료,가공식품,일반,비내구,편의
1536,C,14,1403,C140308,조미료,고춧가루,가공식품,일반,비내구,편의
1537,C,14,1403,C140309,조미료,후추,가공식품,일반,비내구,편의
1538,C,14,1403,C140310,조미료,겨자/고추냉이,가공식품,일반,비내구,편의
1539,C,14,1403,C140311,조미료,깨,가공식품,일반,비내구,편의
1540,C,14,1403,C140312,조미료,허브류,가공식품,일반,비내구,편의
1541,C,14,1403,C140313,조미료,기타향신료,가공식품,일반,비내구,편의
1542,C,14,1403,C140314,조미료,기타조미료세트,가공식품,일반,비내구,편의
1543,C,14,1404,C140401,케첩마요네즈,케첩,가공식품,일반,비내구,편의
1544,C,14,1404,C140402,케첩마요네즈,마요네즈,가공식품,일반,비내구,편의
1545,C,14,1404,C140403,케첩마요네즈,상온드레싱,가공식품,일반,비내구,편의
1546,C,14,1404,C140404,케첩마요네즈,양념소스,가공식품,일반,비내구,편의
1547,C,14,1404,C140405,케첩마요네즈,국물용소스,가공식품,일반,비내구,편의
1548,C,14,1404,C140406,케첩마요네즈,파스타소스,가공식품,일반,비내구,편의
1549,C,14,1404,C140407,케첩마요네즈,고기양념장,가공식품,일반,비내구,편의
1550,C,14,1405,C140501,감미료,설탕,가공식품,일반,비내구,편의
1551,C,14,1405,C140502,감미료,물엿/시럽,가공식품,일반,비내구,편의
1552,C,14,1406,C140601,가공분말류,밀가루,가공식품,일반,비내구,편의
1553,C,14,1406,C140602,가공분말류,빵가루,가공식품,일반,비내구,편의
1554,C,14,1406,C140603,가공분말류,부침가루,가공식품,일반,비내구,편의
1555,C,14,1406,C140604,가공분말류,튀김가루,가공식품,일반,비내구,편의
1556,C,14,1406,C140605,가공분말류,곡물가루,가공식품,일반,비내구,편의
1557,C,14,1406,C140606,가공분말류,기타분말류,가공식품,일반,비내구,편의
1558,C,14,1406,C140607,가공분말류,도넛가루/핫케이크가루,가공식품,일반,비내구,편의
1559,C,14,1406,C140608,가공분말류,호떡믹스,가공식품,일반,비내구,편의
1560,C,14,1406,C140609,가공분말류,빵믹스,가공식품,일반,비내구,편의
1561,C,14,1406,C140610,가공분말류,아이스크림믹스,가공식품,일반,비내구,편의
1562,C,14,1406,C140611,가공분말류,기타프리믹스,가공식품,일반,비내구,편의
1563,C,15,1501,C150101,라면,국물봉지라면,가공식품,일반,비내구,편의
1564,C,15,1501,C150102,라면,비빔봉지라면,가공식품,일반,비내구,편의
1565,C,15,1501,C150103,라면,국물용기라면,가공식품,일반,비내구,편의
1566,C,15,1502,C150201,건면,국수,가공식품,일반,비내구,편의
1567,C,15,1502,C150202,건면,당면,가공식품,일반,비내구,편의
1568,C,15,1502,C150203,건면,파스타류,가공식품,일반,비내구,편의
1569,C,15,1502,C150204,건면,냉면,가공식품,일반,비내구,편의
1570,C,15,1502,C150205,건면,쌈/또띠아,가공식품,일반,비내구,편의
1571,C,15,1502,C150206,건면,기타건면,가공식품,일반,비내구,편의
1572,C,15,1503,C150301,쿠키케이크,크래커,가공식품,일반,비내구,편의
1573,C,15,1503,C150302,쿠키케이크,쿠키,가공식품,일반,비내구,편의
1574,C,15,1503,C150303,쿠키케이크,샌드,가공식품,일반,비내구,편의
1575,C,15,1503,C150304,쿠키케이크,스틱과자,가공식품,일반,비내구,편의
1576,C,15,1503,C150305,쿠키케이크,쿠키케이크,가공식품,일반,비내구,편의
1577,C,15,1503,C150306,쿠키케이크,파이,가공식품,일반,비내구,편의
1578,C,15,1503,C150307,쿠키케이크,과자세트,가공식품,일반,비내구,편의
1579,A,1,107,A010701,젓갈/반찬,젓갈세트,젓갈/반찬,고급,비내구,편의
1580,A,1,107,A010702,젓갈/반찬,규격젓갈,젓갈/반찬,고급,비내구,편의
1581,A,1,107,A010703,젓갈/반찬,벌크젓갈,젓갈/반찬,고급,비내구,편의
1582,A,1,107,A010704,젓갈/반찬,규격김치,젓갈/반찬,고급,비내구,편의
1583,A,1,107,A010705,젓갈/반찬,벌크김치,젓갈/반찬,고급,비내구,편의
1584,A,1,107,A010706,젓갈/반찬,장류,젓갈/반찬,고급,비내구,편의
1585,A,1,107,A010707,젓갈/반찬,어묵,젓갈/반찬,고급,비내구,편의
1586,A,1,107,A010708,젓갈/반찬,가공행사,젓갈/반찬,고급,비내구,편의
1587,A,1,107,A010710,젓갈/반찬,즉석반찬,젓갈/반찬,고급,비내구,편의
1588,B,2,201,B020101,조리반찬,나물/부침,젓갈/반찬,고급,비내구,편의
1589,B,2,201,B020102,조리반찬,반찬류,젓갈/반찬,고급,비내구,편의
1590,B,2,201,B020103,조리반찬,젓갈류,젓갈/반찬,고급,비내구,편의
1591,B,2,201,B020104,조리반찬,즉석김치류,젓갈/반찬,고급,비내구,편의
1592,B,2,201,B020105,조리반찬,즉석국탕/볶음,젓갈/반찬,고급,비내구,편의
1593,B,2,202,B020201,시즌반찬,제철반찬,젓갈/반찬,고급,비내구,편의
1594,B,2,202,B020202,시즌반찬,김장김치,젓갈/반찬,고급,비내구,편의
1595,B,3,301,B030101,포장젓갈,저염젓갈,젓갈/반찬,고급,비내구,편의
1596,B,3,301,B030102,포장젓갈,일반젓갈,젓갈/반찬,고급,비내구,편의
1597,B,3,302,B030201,포장반찬,절임반찬,젓갈/반찬,고급,비내구,편의
1598,B,3,302,B030202,포장반찬,조림반찬,젓갈/반찬,고급,비내구,편의
1599,B,3,302,B030203,포장반찬,메인요리,젓갈/반찬,고급,비내구,편의
1600,B,3,302,B030204,포장반찬,볶음/무침반찬,젓갈/반찬,고급,비내구,편의
1601,B,9,907,B090701,반찬류,포장반찬,젓갈/반찬,고급,비내구,편의
