고객번호,fluctuation,f_커리어,f_소형가전,f_셔츠,f_모피피혁,f_시티웨어,f_골프용품,f_통신컴퓨터,f_주방가전,f_트래디셔널,f_준보석시계,f_디자이너,f_대형가전,f_악기,f_보석,f_남성 트랜디,f_축산가공,f_남성정장,f_명품,Monetary,A_Monetary_실제지출,B_Monetary_실제지출,C_Monetary_실제지출,D_Monetary_실제지출,pred
3722,1.0,2.0,0.0001,-3.0,3.0,0.0,3.0,0.0001,0.0001,4.0,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,23304410.0,28918600.0,11650.0,0.0,1500.0,0
3723,-1.0,0.0,-1.0,0.0001,7.0,0.0001,-4.0,0.0,5.0,-1.0,0.0001,0.0,-6.0,0.0001,-7.0,0.0001,1.0,-6.0,-6.0,53017697.0,75056190.0,3585054.0,0.0,236000.0,1
3724,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0001,17470252.0,9015830.0,13039158.0,144930.0,0.0,0
3725,2.0,4.0,0.0001,2.0,-4.0,4.0,4.0,0.0001,0.0001,-3.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-1.0,0.0,0.0001,19098390.0,22419420.0,276418.0,628752.0,0.0,0
3726,-1.0,-3.0,0.0001,0.0,0.0,-4.0,-1.0,0.0001,0.0,0.0,0.0001,-7.0,0.0001,0.0001,0.0001,3.0,1.0,7.0,-6.0,56342470.0,78202370.0,857540.0,21970.0,0.0,1
3727,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,16538303.0,1094300.0,1774135.0,18498274.0,0.0,0
3728,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0001,7449202.0,1397590.0,2394198.0,6858734.0,0.0,1
3729,2.0,0.0,0.0,0.0,0.0001,0.0001,0.0,-6.0,0.0,6.0,0.0001,0.0,0.0001,0.0001,0.0001,7.0,4.0,0.0001,8.0,93722293.0,124425880.0,543201.0,0.0,166670.0,0
3730,0.0,3.0,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9124476.0,3530000.0,9027191.0,450.0,0.0,1
3731,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0,0.0001,0.0001,18658523.0,2657660.0,19529158.0,19340.0,0.0,0
3732,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,2.0,0.0,0.0001,0.0001,9981910.0,4238820.0,9190889.0,52180.0,0.0,1
3733,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,11334354.0,2540480.0,219690.0,12262268.0,0.0,1
3734,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,4579685.0,327900.0,5401514.0,42680.0,0.0,0
3735,0.0,0.0001,0.0001,0.0001,0.0001,-1.0,0.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,-7.0,0.0001,0.0001,11139240.0,5346880.0,9439289.0,101500.0,0.0,1
3736,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,-3.0,0.0001,7542295.0,163000.0,10426934.0,0.0,0.0,1
3737,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,6.0,0.0,0.0001,0.0001,13332447.0,436700.0,16270110.0,76860.0,0.0,0
3738,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,0.0,7663353.0,1432300.0,7994833.0,20737.0,1250.0,0
3739,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0001,7.0,5.0,0.0001,0.0,-5.0,0.0001,0.0001,0.0001,3.0,0.0,-3.0,51197660.0,64869230.0,44150.0,0.0,52050.0,0
3740,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,0.0,0.0001,5337322.0,1065400.0,6502926.0,37398.0,0.0,1
3741,1.0,0.0001,0.0001,0.0001,4.0,0.0001,5.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0001,0.0001,0.0001,10226236.0,6982010.0,9364476.0,463506.0,0.0,1
3742,-2.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0,-2.0,-2.0,0.0001,0.0001,0.0001,0.0001,0.0,-5.0,0.0001,-6.0,41088626.0,42428190.0,10018172.0,399060.0,0.0,0
3743,0.0,-3.0,0.0,0.0001,0.0001,0.0001,-1.0,0.0001,4.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,-3.0,60615614.0,78734460.0,1156470.0,130904.0,0.0,0
3744,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0,-1.0,0.0001,0.0,0.0001,0.0001,5.0,0.0,4.0,0.0,0.0,41237172.0,56390630.0,1154444.0,0.0,93100.0,1
3745,2.0,0.0001,0.0,0.0001,0.0001,0.0001,2.0,-4.0,-7.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,2.0,0.0001,0.0,27062850.0,41881610.0,702320.0,33950.0,16800.0,1
3746,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6725538.0,610050.0,71290.0,7806020.0,0.0,0
3747,2.0,0.0001,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,-4.0,-5.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,7.0,40040973.0,45826240.0,8206078.0,0.0,139800.0,0
3748,0.0,-3.0,5.0,0.0001,0.0,3.0,3.0,0.0,1.0,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,-2.0,0.0001,-2.0,82762861.0,91536490.0,16631990.0,3130.0,0.0,0
3749,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,18722501.0,5958150.0,15302738.0,76870.0,23800.0,0
3750,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7210049.0,29000.0,41900.0,9547130.0,0.0,1
3751,0.0,3.0,0.0001,-5.0,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,13667628.0,8202270.0,11602382.0,11960.0,0.0,1
3752,-2.0,-6.0,0.0001,2.0,0.0,-2.0,-2.0,0.0,0.0,3.0,0.0001,0.0,-4.0,0.0001,0.0001,0.0001,-5.0,0.0,0.0,63436140.0,74350240.0,17000.0,0.0,30700.0,0
3753,2.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3020660.0,4755360.0,12107.0,0.0,0.0,1
3754,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,9625259.0,550570.0,12134581.0,102799.0,0.0,1
3755,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-5.0,0.0,0.0,0.0,0.0001,0.0001,0.0,-9.0,5.0,0.0001,-4.0,279413156.0,338650950.0,5231052.0,233662.0,59600.0,0
3756,-2.0,0.0,0.0001,7.0,0.0001,0.0001,0.0,-6.0,-5.0,-2.0,0.0001,0.0001,-6.0,0.0001,0.0001,-4.0,2.0,0.0001,-1.0,31369089.0,36251430.0,79760.0,151081.0,0.0,0
3757,-2.0,2.0,0.0001,-4.0,0.0,0.0001,0.0001,-4.0,3.0,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,13378002.0,17970460.0,75327.0,281501.0,0.0,0
3758,-1.0,0.0001,0.0,0.0,0.0001,0.0,0.0,-5.0,0.0,3.0,0.0,1.0,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,-5.0,18618720.0,24639150.0,178500.0,41060.0,0.0,0
3759,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6245490.0,168000.0,1974444.0,6020849.0,0.0,1
3760,4.0,0.0001,0.0001,5.0,0.0,0.0,4.0,0.0001,0.0001,3.0,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,0.0,0.0001,0.0,13186090.0,15592800.0,88400.0,69200.0,0.0,0
3761,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,8655110.0,11100330.0,273930.0,15240.0,0.0,0
3762,0.0,0.0001,0.0001,-4.0,0.0,5.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,26516788.0,37839480.0,900468.0,15500.0,0.0,1
3763,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,0.0001,0.0001,9246425.0,24000.0,12406631.0,5480.0,0.0,1
3764,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0001,8.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,7.0,-2.0,0.0,0.0001,27023277.0,19978140.0,14576029.0,16940.0,0.0,0
3765,-1.0,3.0,0.0001,0.0,-7.0,2.0,0.0,0.0001,0.0001,-5.0,0.0,5.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,-4.0,27050592.0,34915110.0,842272.0,475630.0,0.0,0
3766,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,12182816.0,91000.0,59400.0,15989829.0,0.0,1
3767,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,15577115.0,676000.0,120220.0,19694483.0,0.0,1
3768,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,6.0,0.0001,-6.0,0.0001,13809590.0,69000.0,15873190.0,34550.0,0.0,0
3769,0.0,0.0,0.0001,3.0,0.0,0.0001,-6.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,4.0,0.0001,0.0001,16493077.0,23858480.0,766087.0,66340.0,0.0,1
3770,-1.0,-5.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,-7.0,44653130.0,61055880.0,582458.0,13400.0,14500.0,0
3771,0.0,-4.0,0.0001,0.0,0.0001,0.0001,0.0,0.0001,-4.0,-5.0,0.0001,-6.0,0.0,0.0001,0.0001,-4.0,0.0,0.0001,8.0,40726347.0,49354220.0,5038556.0,757683.0,0.0,0
3772,0.0,0.0,0.0001,0.0,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,16113229.0,6117040.0,1515351.0,13684598.0,0.0,0
3773,3.0,0.0001,0.0001,0.0001,7.0,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0,0.0001,13017153.0,15696560.0,104990.0,1632027.0,0.0,0
3774,-2.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,2.0,0.0,-6.0,52491960.0,74397440.0,0.0,5500.0,0.0,1
3775,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,15706737.0,115400.0,39600.0,19238573.0,0.0,0
3776,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6165459.0,345800.0,8383738.0,76820.0,0.0,1
3777,3.0,4.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0001,0.0001,0.0,-3.0,0.0,3.0,22032430.0,29426620.0,340100.0,179850.0,0.0,0
3778,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,-3.0,0.0,0.0,6258071.0,1258700.0,6735105.0,25996.0,0.0,0
3779,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,6653747.0,65950.0,9576430.0,31195.0,0.0,1
3780,2.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0,0.0001,0.0001,7742313.0,953300.0,8940082.0,35240.0,0.0,0
3781,1.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,-6.0,-2.0,0.0001,0.0001,0.0,0.0001,0.0001,6.0,-1.0,0.0001,0.0001,96249100.0,138152240.0,346670.0,0.0,0.0,1
3782,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,6413131.0,471270.0,8625283.0,137750.0,0.0,1
3783,-1.0,0.0,0.0001,0.0001,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,11386844.0,918870.0,13577203.0,1000.0,19400.0,0
3784,-1.0,0.0001,0.0001,1.0,0.0001,0.0001,1.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,-2.0,0.0,0.0001,38043187.0,32223400.0,15219043.0,1443979.0,0.0,0
3785,-3.0,0.0001,0.0001,1.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,13907936.0,7409170.0,9717752.0,43414.0,0.0,0
3786,-1.0,0.0,0.0001,0.0,0.0001,0.0001,1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-5.0,0.0001,1.0,0.0001,0.0,16511842.0,17432760.0,4449187.0,7200.0,0.0,0
3787,0.0,-7.0,0.0001,6.0,0.0,-3.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.0001,0.0001,-6.0,0.0001,-2.0,0.0001,-3.0,33748165.0,33594590.0,3002931.0,3993244.0,589600.0,0
3788,-1.0,0.0001,0.0001,2.0,0.0,-5.0,0.0001,0.0001,3.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,5.0,32849921.0,38095680.0,12389047.0,141620.0,0.0,1
3789,1.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,4.0,-2.0,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,54342277.0,76115990.0,449860.0,3719778.0,0.0,1
3790,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,8300245.0,5100.0,1158730.0,9408742.0,0.0,0
3791,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,6.0,27563980.0,30803520.0,2132342.0,10000.0,0.0,0
3792,1.0,2.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0,0.0001,4.0,11121216.0,5105990.0,9453973.0,0.0,19800.0,0
3793,-1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7460639.0,375740.0,77200.0,9235857.0,0.0,0
3794,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,21872625.0,8677480.0,19653913.0,74136.0,0.0,0
3795,0.0,0.0,0.0001,0.0001,0.0001,0.0,7.0,0.0001,0.0001,5.0,0.0001,0.0001,0.0001,0.0001,-7.0,7.0,-3.0,0.0001,0.0,147101048.0,161938780.0,2032976.0,2858865.0,0.0,0
3796,1.0,4.0,0.0001,4.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,6.0,0.0001,0.0001,0.0001,3.0,-1.0,0.0001,0.0001,32387944.0,23259510.0,10457457.0,5562175.0,0.0,0
3797,1.0,-2.0,0.0,-6.0,0.0001,0.0,0.0,0.0001,4.0,4.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,-6.0,0.0001,24673698.0,40747420.0,171128.0,0.0,0.0,1
3798,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-4.0,0.0001,0.0001,18707386.0,2329000.0,21178838.0,8930.0,0.0,0
3799,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,9694572.0,273200.0,12828944.0,279432.0,0.0,1
3800,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,-3.0,17229703.0,21142140.0,637370.0,147127.0,0.0,0
3801,3.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,4.0,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0001,0.0001,12042864.0,11533130.0,426044.0,5987282.0,0.0,1
3802,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6.0,0.0001,0.0,0.0001,11951916.0,13310.0,16191199.0,16900.0,0.0,1
3803,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,6961243.0,280800.0,1037070.0,7622664.0,0.0,0
3804,-2.0,0.0001,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,4.0,0.0,0.0001,0.0001,13728898.0,862060.0,16804458.0,126510.0,7000.0,0
3805,-2.0,0.0001,0.0001,-4.0,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,-1.0,25646439.0,19612930.0,1349933.0,12352177.0,211300.0,0
3806,1.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0,18268261.0,9863310.0,5647394.0,6175733.0,0.0,0
3807,1.0,7.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,1.0,1.0,0.0001,0.0,7.0,0.0001,0.0001,0.0,0.0,-6.0,0.0001,63261780.0,81625830.0,469070.0,116130.0,3100.0,0
3808,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5083646.0,876300.0,274940.0,6132620.0,0.0,1
3809,0.0,5.0,0.0001,5.0,0.0001,1.0,-6.0,0.0001,-6.0,0.0001,0.0001,-1.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,2.0,23541210.0,38157360.0,4100.0,38790.0,0.0,1
3810,-1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,0.0001,12316444.0,242400.0,16955612.0,238150.0,0.0,1
3811,0.0,0.0001,0.0001,7.0,0.0001,0.0,5.0,0.0001,0.0,-7.0,0.0001,0.0,0.0001,0.0001,0.0001,6.0,0.0,0.0,0.0001,38123574.0,22115150.0,25773725.0,797369.0,0.0,0
3812,0.0,0.0,0.0001,4.0,0.0001,0.0001,0.0001,0.0,0.0,-3.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,21149031.0,25629590.0,5206657.0,0.0,9900.0,1
3813,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,3.0,0.0001,0.0001,0.0001,8070891.0,87950.0,8950974.0,11900.0,0.0,0
3814,-2.0,-5.0,0.0001,-3.0,0.0001,0.0001,0.0001,0.0001,0.0001,-4.0,0.0001,0.0001,0.0001,0.0001,-6.0,0.0001,1.0,0.0001,0.0001,22819446.0,32718120.0,647702.0,0.0,4400.0,1
3815,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,7464944.0,58700.0,1000.0,10005466.0,0.0,1
3816,2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,0.0001,11848388.0,2659180.0,13661420.0,18010.0,0.0,1
3817,-1.0,0.0001,0.0001,-5.0,0.0001,-5.0,5.0,0.0001,0.0001,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,1.0,0.0001,0.0001,22455710.0,29077640.0,0.0,11970.0,64800.0,0
3818,-1.0,6.0,0.0001,-4.0,5.0,0.0,4.0,-6.0,-2.0,-2.0,0.0001,0.0,-3.0,0.0001,0.0001,4.0,-2.0,0.0,0.0,40347493.0,48258040.0,6501200.0,347867.0,59700.0,0
3819,-2.0,0.0001,-6.0,0.0,0.0,4.0,5.0,0.0001,-1.0,-7.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-5.0,5.0,-6.0,28360179.0,46749010.0,164390.0,341309.0,0.0,1
3820,-1.0,-4.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,14586578.0,4165900.0,20450.0,13746041.0,0.0,0
3821,0.0,0.0001,0.0001,1.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,10367067.0,1629300.0,456490.0,12125464.0,0.0,1
3822,-1.0,-6.0,0.0001,-7.0,-5.0,6.0,0.0,0.0001,-1.0,0.0,0.0001,6.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,-3.0,106964970.0,156814730.0,2636030.0,220520.0,0.0,1
3823,0.0,0.0001,0.0001,0.0001,5.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0001,0.0001,0.0001,4.0,0.0001,-1.0,0.0001,-6.0,53484314.0,56893920.0,13085314.0,14180.0,10000.0,0
3824,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,-3.0,0.0001,0.0001,50629656.0,56772280.0,1084538.0,14637086.0,0.0,1
3825,-2.0,0.0001,0.0001,-2.0,0.0001,0.0001,0.0001,0.0001,-1.0,2.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,5.0,0.0001,0.0,25412602.0,26966070.0,4209213.0,140080.0,0.0,0
3826,0.0,0.0001,0.0001,4.0,0.0001,0.0001,-3.0,0.0,5.0,0.0,0.0001,-3.0,0.0001,0.0001,0.0001,0.0,0.0,-6.0,0.0,17040050.0,14560100.0,8667816.0,12874.0,0.0,1
3827,0.0,-5.0,0.0001,2.0,-2.0,0.0,0.0001,7.0,7.0,1.0,7.0,0.0001,0.0,0.0001,0.0001,0.0001,-5.0,-7.0,-4.0,53222067.0,62443630.0,6111305.0,0.0,119300.0,0
3828,0.0,0.0,0.0001,-5.0,5.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0001,0.0001,0.0001,0.0001,3.0,0.0,0.0001,-5.0,43522329.0,53005990.0,208890.0,139619.0,0.0,0
3829,-2.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,2.0,0.0001,0.0001,13310435.0,18786330.0,331595.0,0.0,5500.0,1
3830,2.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,6522591.0,1579400.0,6783060.0,17910.0,0.0,0
3831,0.0,6.0,0.0001,1.0,0.0001,0.0,0.0,0.0,0.0001,-7.0,0.0001,0.0001,0.0001,0.0001,0.0,5.0,0.0,0.0001,-2.0,25483380.0,41262210.0,352570.0,2990.0,20000.0,1
3832,-1.0,-2.0,0.0001,0.0,0.0001,-4.0,0.0,-1.0,2.0,5.0,0.0001,0.0001,0.0001,0.0001,-7.0,4.0,-2.0,5.0,-4.0,28741837.0,29151430.0,5670055.0,126630.0,0.0,0
3833,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0,-5.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,3.0,0.0001,0.0,732341089.0,1011174550.0,3900.0,1079823.0,0.0,0
3834,3.0,8.0,0.0,8.0,7.0,0.0,-2.0,0.0,0.0001,6.0,0.0001,7.0,0.0001,0.0001,0.0001,5.0,-1.0,0.0,5.0,34881625.0,33447860.0,4695095.0,18180.0,0.0,0
