고객번호,fluctuation,구매금액
4092,0.0,16945313
4093,-2.0,16548561
4094,0.0,49749367
4095,-2.0,111846650
4096,-1.0,7256693
4097,-3.0,70678783
4098,0.0,8634355
4099,-1.0,33733839
4100,1.0,9522897
4101,1.0,31914234
4102,-2.0,6713085
4103,2.0,13936755
4104,1.0,54901760
4105,1.0,16518031
4106,-1.0,13987370
4107,-1.0,16368606
4108,0.0,12600245
4109,0.0,41292102
4110,3.0,8405495
4111,2.0,21533834
4112,0.0,25652748
4113,-1.0,11058374
4114,0.0,6311789
4115,-2.0,37853740
4116,-1.0,23234170
4117,2.0,102691610
4118,0.0,10998058
4119,-1.0,35923758
4120,1.0,49644502
4121,0.0,88929591
4122,0.0,44100325
4123,1.0,26522818
4124,0.0,6601123
4125,1.0,96832628
4126,1.0,18566700
4127,1.0,11232340
4128,0.0,14091512
4129,3.0,115714160
4130,0.0,8006970
4131,1.0,60000109
4132,0.0,4730978
4133,-2.0,67126530
4134,0.0,173757758
4135,1.0,45974410
4136,0.0,16858705
4137,0.0,18623575
4138,0.0,67022286
4139,1.0,32838576
4140,0.0,58608010
4141,1.0,40921640
4142,1.0,54829903
4143,0.0,33797732
4144,-1.0,11598855
4145,1.0,15231204
4146,-2.0,13231813
4147,2.0,28324080
4148,0.0,15014849
4149,-1.0,11571122
4150,-2.0,13355227
4151,0.0,12975786
4152,0.0,17341307
4153,0.0,43638673
4154,1.0,22392187
4155,-1.0,20269831
4156,-1.0,52527602
4157,1.0,12288649
4158,1.0,29963838
4159,0.0,11342491
4160,1.0,8584571
4161,0.0,26897490
4162,1.0,6558830
4163,-1.0,10134903
4164,1.0,11130512
4165,-2.0,23142635
4166,0.0,22538880
4167,1.0,36038801
4168,4.0,14137022
4169,-1.0,22560319
4170,1.0,2756296
4171,0.0,1272911
4172,0.0,17750878
4173,0.0,5748602
4174,0.0,237382089
4175,3.0,31834957
4176,-2.0,8594031
4177,-3.0,22825088
4178,1.0,31732520
4179,0.0,13933912
4180,1.0,9165611
4181,0.0,13018536
4182,-2.0,38599944
4183,-1.0,4235567
4184,-4.0,12030140
4185,0.0,12849297
4186,1.0,6528066
4187,2.0,16401580
4188,0.0,6671892
4189,0.0,5578822
4190,1.0,13805239
4191,-1.0,9805318
4192,3.0,26844000
4193,0.0,39745660
4194,-1.0,6289209
4195,1.0,14485620
4196,0.0,4008600
4197,0.0,55160721
4198,0.0,20099468
4199,0.0,49254362
4200,-1.0,72492628
4201,-2.0,55992006
4202,0.0,10640834
4203,-1.0,18863035
4204,2.0,41239950
4205,1.0,23505392
4206,-1.0,7313429
4207,1.0,11976920
4208,3.0,7391527
4209,1.0,17426770
4210,2.0,25682929
4211,0.0,21784470
4212,2.0,39562537
4213,0.0,10461813
4214,2.0,9417476
4215,2.0,61112049
4216,-1.0,6377727
4217,0.0,37820395
4218,-1.0,10175498
4219,1.0,7630753
4220,-1.0,10587960
4221,1.0,14117750
4222,0.0,45275059
4223,-1.0,9586778
4224,0.0,7410504
4225,-2.0,8369245
4226,-1.0,34481571
4227,0.0,8851850
4228,0.0,37513690
4229,-1.0,26339020
4230,-3.0,52106128
4231,1.0,14105215
4232,0.0,88826700
4233,2.0,11050927
4234,-5.0,13041414
4235,0.0,8118022
4236,1.0,7025373
4237,0.0,60738686
4238,-2.0,13755931
4239,-1.0,6871427
4240,-3.0,9482231
4241,-1.0,13998813
4242,0.0,12516539
4243,1.0,26564285
4244,1.0,9525780
4245,0.0,9862326
4246,0.0,85058440
4247,0.0,5687098
4248,-4.0,8740467
4249,-1.0,9758242
4250,2.0,6274425
4251,0.0,235873783
4252,-1.0,44570076
4253,-3.0,13364280
4254,2.0,8530169
4255,2.0,50385566
4256,0.0,12418733
4257,1.0,6968839
4258,-1.0,34475340
4259,0.0,38442100
4260,1.0,95406003
4261,-1.0,37435674
4262,3.0,56554163
4263,0.0,12468172
4264,-1.0,15904451
4265,-1.0,9786723
4266,0.0,111266798
4267,1.0,43700348
4268,0.0,8789713
4269,-1.0,10757655
4270,1.0,26481976
4271,0.0,29342522
4272,0.0,92676992
4273,1.0,15725396
4274,0.0,26753640
4275,1.0,20326507
4276,0.0,46145446
4277,1.0,38685884
4278,0.0,17960364
4279,2.0,4099762
4280,0.0,10835135
4281,-2.0,11580103
4282,-2.0,8830851
4283,-2.0,15516588
4284,-1.0,9671017
4285,3.0,6271675
4286,0.0,10044974
4287,2.0,12184587
4288,1.0,9253558
4289,0.0,12036576
4290,-4.0,6260676
4291,0.0,10452825
4292,-2.0,17956340
4293,-1.0,68540317
4294,1.0,26414050
4295,1.0,12106933
4296,-1.0,23568532
4297,-2.0,41552836
4298,1.0,9926708
4299,-1.0,14577390
4300,1.0,7738751
4301,0.0,6697809
4302,1.0,5225745
4303,0.0,19718924
4304,1.0,21305848
4305,-1.0,7345294
4306,-3.0,11448740
4307,-1.0,18722093
4308,0.0,6012892
4309,0.0,40430591
4310,3.0,13314510
4311,-1.0,8901186
4312,0.0,8402857
4313,1.0,18284673
4314,0.0,13110862
4315,0.0,8524727
4316,1.0,9521303
4317,0.0,13373290
4318,-1.0,71465482
4319,-2.0,11409742
4320,1.0,96585621
4321,-4.0,14170097
4322,0.0,22145876
4323,1.0,8717684
4324,0.0,39030410
4325,1.0,35697110
4326,1.0,21787768
4327,1.0,37180140
4328,-1.0,78057954
4329,-1.0,24375370
4330,-1.0,10083193
4331,-1.0,10790234
4332,-1.0,26808260
4333,-1.0,12080759
4334,1.0,7524141
4335,0.0,18467448
4336,-1.0,10411519
4337,1.0,4429593
4338,0.0,33235520
4339,0.0,22133460
4340,1.0,154040514
4341,1.0,72348500
4342,1.0,23571938
4343,1.0,23103387
4344,0.0,75166235
4345,1.0,22014977
4346,-1.0,9249036
4347,-2.0,21520562
4348,-1.0,67576600
4349,0.0,7616541
4350,-1.0,54843940
4351,0.0,7315682
4352,-2.0,8468588
4353,1.0,9039007
4354,1.0,9882908
4355,0.0,5577433
4356,3.0,22434459
4357,0.0,34356174
4358,1.0,15061688
4359,0.0,11170447
4360,0.0,34801112
4361,2.0,41373140
4362,0.0,68841301
4363,0.0,20320014
4364,-3.0,8338610
4365,-1.0,21724700
4366,-1.0,5989889
4367,0.0,7597831
4368,1.0,17028137
4369,0.0,206724099
4370,-1.0,11658037
4371,1.0,30808587
4372,0.0,11693641
4373,0.0,8414934
4374,0.0,15983743
4375,1.0,89695020
4376,0.0,11739515
4377,0.0,9129041
4378,0.0,45819684
4379,0.0,20382390
4380,1.0,11583942
4381,0.0,71598230
4382,-1.0,98665890
4383,1.0,65505310
4384,1.0,54188684
4385,1.0,9852416
4386,-3.0,8664001
4387,1.0,9544711
4388,1.0,45284918
4389,0.0,31281518
4390,-2.0,6014884
4391,-1.0,15763876
4392,0.0,11963338
4393,2.0,5452906
4394,2.0,7208419
4395,0.0,392709
4396,2.0,7702694
4397,-2.0,9437048
4398,1.0,9997287
4399,-1.0,59618180
4400,2.0,7510657
4401,0.0,8469293
4402,1.0,13910599
4403,-1.0,29714591
4404,1.0,10719843
4405,1.0,49003311
4406,2.0,12782490
4407,-2.0,14815761
4408,-1.0,139618400
4409,1.0,15808749
4410,2.0,21810092
4411,-4.0,17179694
4412,0.0,179431628
4413,0.0,7585400
4414,-1.0,47770267
4415,0.0,21180554
4416,0.0,12612173
4417,0.0,63280221
4418,0.0,7902131
4419,2.0,833522
4420,0.0,20214410
4421,2.0,10853531
4422,3.0,64653380
4423,1.0,7701830
4424,-1.0,7163428
4425,-7.0,27337324
4426,0.0,18143238
4427,-1.0,73085598
4428,-1.0,37123349
4429,0.0,8494522
4430,-1.0,33934170
4431,-1.0,28568968
4432,-1.0,28509658
4433,-2.0,45008399
4434,3.0,9201531
4435,0.0,4827453
4436,0.0,18028274
4437,0.0,18784882
4438,1.0,61058241
4439,1.0,27779557
4440,2.0,6408444
4441,4.0,11574173
4442,0.0,12859308
4443,-2.0,12263434
4444,1.0,13105873
4445,0.0,39246929
4446,-1.0,42411515
4447,0.0,8995465
4448,0.0,9937748
4449,0.0,28720067
4450,0.0,13254496
4451,2.0,8671923
4452,2.0,8794541
4453,1.0,54216948
4454,0.0,6410741
4455,0.0,8082490
4456,-1.0,18788296
4457,1.0,6253366
4458,0.0,21326814
4459,1.0,14913371
4460,0.0,16138861
4461,2.0,10419825
4462,0.0,9248177
4463,-1.0,24273387
4464,1.0,6797756
4465,-1.0,97480920
4466,0.0,30625761
4467,0.0,17262487
4468,-1.0,11193376
4469,0.0,15121195
4470,-1.0,66689404
4471,6.0,29953110
4472,-1.0,25813579
4473,-1.0,75565295
4474,0.0,15787206
4475,1.0,91567277
4476,0.0,57489850
4477,-4.0,4056117
4478,-1.0,6369820
4479,-1.0,17709380
4480,-1.0,7297184
4481,-2.0,68094330
4482,-1.0,7602670
4483,0.0,36119339
4484,0.0,12297889
4485,0.0,23841570
4486,-2.0,10636036
4487,0.0,49398197
4488,2.0,6702727
4489,2.0,11149888
4490,3.0,17024809
4491,0.0,7684356
4492,1.0,10534591
4493,2.0,5719560
4494,1.0,129920138
4495,3.0,19647770
4496,-3.0,22188954
4497,0.0,11232108
4498,0.0,14828424
4499,1.0,36983743
4500,0.0,3458560
4501,-1.0,30248992
4502,-2.0,11798417
4503,1.0,11884481
4504,0.0,34005626
4505,-4.0,11963242
4506,0.0,5565187
4507,1.0,5955859
4508,-3.0,5759865
4509,-1.0,2014862
4510,-1.0,11881652
4511,-2.0,14224650
4512,-1.0,27399584
4513,-1.0,55729070
4514,-1.0,12353481
4515,0.0,11137977
4516,0.0,5754036
4517,-1.0,134186765
4518,0.0,70184300
4519,0.0,35324000
4520,-1.0,24561219
4521,1.0,13766771
4522,0.0,14008704
4523,3.0,63919189
4524,0.0,8311774
4525,2.0,145663229
4526,0.0,9993873
4527,1.0,54418131
4528,-1.0,5252416
4529,1.0,4061405
4530,0.0,15179199
4531,1.0,8361725
4532,-1.0,46912820
4533,0.0,11771181
4534,-3.0,2145835
4535,-5.0,12304168
4536,1.0,71566724
4537,1.0,79116196
4538,-2.0,86645825
4539,0.0,55654649
4540,1.0,11638473
4541,-2.0,7571010
4542,2.0,30390286
4543,1.0,9146024
4544,1.0,12471577
4545,0.0,44699620
4546,1.0,89624186
4547,-2.0,38531860
4548,1.0,19221019
4549,0.0,16764171
4550,1.0,20117890
4551,0.0,24306017
4552,-1.0,58381863
4553,3.0,9226045
4554,0.0,6205136
4555,-1.0,6707341
4556,4.0,8147496
4557,0.0,8858610
4558,1.0,4822841
4559,-2.0,8190210
4560,2.0,51523561
4561,-4.0,14922210
4562,-1.0,11349971
4563,-1.0,108204899
4564,2.0,29120456
4565,-1.0,10401630
4566,0.0,30904802
4567,-1.0,18197244
4568,0.0,7771423
4569,-1.0,12882673
4570,-1.0,4336463
4571,1.0,14974804
4572,0.0,46240214
4573,-2.0,9719229
4574,2.0,36694380
4575,0.0,21199790
4576,1.0,45145645
4577,1.0,10775236
4578,3.0,5535221
4579,0.0,14535870
4580,-2.0,8549773
4581,0.0,9657348
4582,1.0,38311180
4583,0.0,195081841
4584,-1.0,23180130
4585,-1.0,7454654
4586,-1.0,12169647
4587,2.0,40127640
4588,1.0,66557422
4589,0.0,67211180
4590,1.0,15930444
4591,0.0,13739498
4592,2.0,38898391
4593,1.0,17563549
4594,0.0,10554764
4595,-2.0,6856789
4596,0.0,30127051
4597,2.0,37205900
4598,-1.0,9565102
4599,0.0,36514647
4600,-3.0,9007644
4601,0.0,49465890
4602,0.0,5799844
4603,-5.0,7428885
4604,0.0,8832256
4605,1.0,32501947
4606,-1.0,39405920
4607,1.0,28546185
4608,1.0,28540128
4609,-1.0,24433928
4610,-1.0,98138716
4611,0.0,48973080
4612,1.0,37096776
4613,1.0,11613929
4614,0.0,30584726
4615,1.0,22892970
4616,-1.0,9332571
4617,1.0,22222258
4618,1.0,90382960
4619,1.0,5285713
4620,3.0,135605204
4621,-2.0,18957229
4622,0.0,8145190
4623,-1.0,4994159
4624,-1.0,30373753
4625,0.0,2816747
4626,2.0,18493332
4627,-1.0,53017827
4628,0.0,8424195
4629,-3.0,8811261
4630,0.0,76788997
4631,3.0,8896467
4632,-2.0,12251978
4633,-1.0,76020610
4634,1.0,11870369
4635,1.0,10106320
4636,-1.0,37582927
4637,-1.0,63154147
4638,0.0,103065831
4639,1.0,11495201
4640,-1.0,66690980
4641,0.0,12026035
4642,-2.0,7879446
4643,0.0,6653711
4644,1.0,11145256
4645,-1.0,62282126
4646,1.0,19345010
4647,-4.0,6678878
4648,-1.0,10857865
4649,-1.0,63690972
4650,-1.0,94244543
4651,-1.0,38042227
4652,0.0,37159865
4653,-1.0,35014719
4654,-3.0,13466286
4655,-1.0,30376456
4656,0.0,67070390
4657,1.0,25841540
4658,0.0,38069922
4659,0.0,503330526
4660,-5.0,15132151
4661,0.0,71188501
4662,0.0,73019538
4663,0.0,45125994
4664,1.0,74154344
4665,1.0,6886000
4666,1.0,40192920
4667,1.0,26791337
4668,0.0,9119142
4669,0.0,17312800
4670,-1.0,7380688
4671,1.0,6709268
4672,0.0,35868430
4673,0.0,11241029
4674,0.0,17675131
4675,0.0,48284920
4676,-1.0,10756457
4677,-1.0,31721749
4678,-2.0,4352681
4679,-1.0,42143140
4680,-3.0,19557490
4681,2.0,72976192
4682,-1.0,7239254
4683,0.0,5828919
4684,0.0,5464710
4685,1.0,8594547
4686,0.0,23617784
4687,1.0,37250031
4688,2.0,9980523
4689,-1.0,78560410
4690,-1.0,14326280
4691,1.0,8337900
4692,3.0,12813989
4693,1.0,18491625
4694,0.0,20567845
4695,-4.0,20504196
4696,1.0,3019690
4697,0.0,98086151
4698,-1.0,15010563
4699,-1.0,63685200
4700,0.0,9127412
4701,1.0,16838851
4702,1.0,14747132
4703,1.0,29324933
4704,0.0,19931197
4705,-1.0,26611204
4706,0.0,8310917
4707,2.0,8078397
4708,0.0,15903446
4709,1.0,8156090
4710,0.0,31430304
4711,1.0,47349094
4712,2.0,37800426
4713,3.0,4825340
4714,-1.0,18777499
4715,2.0,27647649
4716,-1.0,13328346
4717,0.0,36032376
4718,0.0,5283905
4719,1.0,10862180
4720,1.0,74631430
4721,-1.0,8754987
4722,-1.0,31830123
4723,1.0,4087540
4724,2.0,7842770
4725,0.0,44888552
4726,-1.0,25374000
4727,0.0,10736539
4728,1.0,6727255
4729,0.0,29515959
4730,-1.0,45524936
4731,-2.0,6736916
4732,-1.0,19251870
4733,1.0,107630145
4734,1.0,45863602
4735,1.0,41737679
4736,1.0,7336273
4737,-1.0,12488218
4738,2.0,59066377
4739,3.0,41418280
4740,-1.0,93624128
4741,-1.0,51678140
4742,-1.0,11333371
4743,-1.0,33442831
4744,1.0,18979829
4745,0.0,24965658
4746,0.0,59870050
4747,0.0,8306002
4748,0.0,12094410
4749,0.0,28401585
4750,0.0,13865365
4751,-1.0,23722084
4752,0.0,17829044
4753,-2.0,11738248
4754,1.0,8117930
4755,-1.0,9637167
4756,-1.0,20206122
4757,-2.0,64644300
4758,-1.0,6291023
4759,-1.0,23195353
4760,0.0,14389949
4761,0.0,182143573
4762,2.0,19560197
4763,0.0,8428079
4764,0.0,21856023
4765,0.0,57158390
4766,0.0,17514290
4767,2.0,33615480
4768,-1.0,18688285
4769,-1.0,27705494
4770,0.0,40725092
4771,0.0,10304044
4772,-1.0,6282689
4773,-1.0,53856498
4774,1.0,66523354
4775,0.0,60119236
4776,0.0,18030910
4777,-1.0,36581249
4778,0.0,21028403
4779,-1.0,15156976
4780,0.0,4929363
4781,-1.0,67045131
4782,1.0,26921929
4783,0.0,1924330
4784,-1.0,30871008
4785,1.0,7672841
4786,0.0,14795928
4787,-1.0,4115321
4788,-2.0,103715942
4789,0.0,1683140
4790,0.0,7317789
4791,4.0,10623420
4792,1.0,47891820
4793,0.0,10592477
4794,1.0,7042529
4795,2.0,15199358
4796,1.0,6484452
4797,2.0,33723440
4798,-2.0,43086010
4799,0.0,120694857
4800,0.0,122113789
4801,0.0,21925343
4802,0.0,16784434
4803,1.0,19611691
4804,0.0,13666472
4805,-1.0,13076847
4806,0.0,6466743
4807,3.0,5126913
4808,1.0,28402754
4809,-2.0,9237174
4810,-1.0,55280484
4811,0.0,66286466
4812,4.0,21447229
4813,1.0,20842512
4814,-1.0,45225190
4815,-1.0,8627869
4816,0.0,20359563
4817,2.0,5838624
4818,0.0,209024431
4819,0.0,1199524
4820,-1.0,144423280
4821,1.0,104275065
4822,-5.0,7850282
4823,-4.0,30279510
4824,-1.0,128255240
4825,0.0,25000
4826,0.0,184981010
4827,-2.0,54675016
4828,-2.0,23213486
4829,1.0,19411130
4830,-1.0,79653343
4831,-1.0,18922561
4832,0.0,19204202
4833,-3.0,31131850
4834,-3.0,7472174
4835,1.0,24045401
4836,0.0,16408525
4837,-1.0,19258896
4838,-1.0,25080916
4839,1.0,12636518
4840,0.0,8006408
4841,-1.0,18621847
4842,1.0,9820334
4843,0.0,23474233
4844,2.0,8787127
4845,1.0,6787589
4846,1.0,6792269
4847,0.0,22701766
4848,0.0,47190250
4849,4.0,17004710
4850,-1.0,31698009
4851,-1.0,20746860
4852,-1.0,34336168
4853,1.0,39286116
4854,1.0,17442956
4855,0.0,15045630
4856,-2.0,5396033
4857,1.0,12261990
4858,1.0,27299800
4859,1.0,7334864
4860,0.0,56047676
4861,0.0,64709240
4862,-2.0,33597157
4863,-1.0,28289722
4864,-4.0,20305290
4865,-1.0,26801847
4866,-1.0,114001280
4867,1.0,17408650
4868,1.0,13080176
4869,0.0,6982197
4870,1.0,14367964
4871,0.0,13122329
4872,-1.0,9189037
4873,0.0,27856100
4874,-1.0,8277488
4875,-1.0,74527218
4876,1.0,13769346
4877,4.0,38350410
4878,0.0,69654420
4879,0.0,10817120
4880,-3.0,16667260
4881,2.0,44923731
4882,-1.0,15802302
4883,1.0,22729859
4884,1.0,71145900
4885,0.0,25259266
4886,3.0,7463383
4887,-1.0,61645000
4888,0.0,142363695
4889,1.0,44941838
4890,0.0,22673162
4891,-1.0,6489698
4892,0.0,7879079
4893,0.0,11730886
4894,0.0,88684128
4895,-1.0,9473750
4896,0.0,25675569
4897,1.0,13013816
4898,-2.0,12170381
4899,-2.0,6980909
4900,-1.0,54696637
4901,-1.0,7821639
4902,0.0,25750979
4903,-1.0,14504373
4904,0.0,12263091
4905,-4.0,66965767
4906,0.0,12905594
4907,-1.0,28403580
4908,0.0,11017431
4909,-2.0,19808360
4910,0.0,19793968
4911,1.0,6230268
4912,-3.0,90276190
4913,0.0,39941338
4914,0.0,13632643
4915,-1.0,12347790
4916,-2.0,9182563
4917,2.0,12413186
4918,0.0,12172998
4919,0.0,16604952
4920,1.0,8872357
4921,1.0,12441074
4922,0.0,75824596
4923,0.0,5282347
4924,3.0,21266744
4925,-3.0,35001712
4926,0.0,672373
4927,0.0,39632673
4928,0.0,6272733
4929,-1.0,16347166
4930,-2.0,29814732
4931,2.0,11218339
4932,1.0,10346690
4933,-1.0,21933179
4934,0.0,11403430
4935,0.0,24508102
4936,2.0,19527189
4937,-2.0,8258648
4938,-1.0,21358651
4939,1.0,10841009
4940,-1.0,23063716
4941,1.0,29185095
4942,-2.0,9638927
4943,0.0,28065585
4944,-2.0,53224063
4945,-1.0,9371803
4946,-2.0,22520472
4947,-2.0,93652494
4948,-5.0,30260474
4949,-2.0,18941161
4950,-1.0,9042963
4951,0.0,6539010
4952,0.0,13979778
4953,-1.0,40530829
4954,1.0,26069689
4955,2.0,39120961
4956,0.0,9598136
4957,1.0,8427597
4958,2.0,10992830
4959,0.0,46069239
4960,0.0,10197181
4961,0.0,21143290
4962,0.0,13763595
4963,1.0,39653460
4964,0.0,6412934
4965,2.0,36674755
4966,0.0,17519303
4967,-1.0,30766354
4968,1.0,11748222
4969,0.0,3672139
4970,-1.0,45566984
4971,-1.0,34623168
4972,0.0,10705129
4973,-1.0,11468337
4974,0.0,46797398
4975,1.0,71708770
4976,-1.0,7888084
4977,1.0,26241700
4978,1.0,12218161
4979,-3.0,11871507
4980,0.0,40752296
4981,0.0,123438226
4982,-1.0,11688196
4983,2.0,12725034
4984,0.0,135980371
4985,0.0,26774301
4986,-1.0,6891674
4987,-3.0,17384957
4988,1.0,74504970
4989,-1.0,86311817
4990,1.0,11922001
4991,1.0,4832320
4992,1.0,13811153
4993,1.0,8642924
4994,1.0,56653025
4995,1.0,20626965
4996,-1.0,9130768
4997,1.0,37191685
4998,-1.0,10427311
4999,2.0,7518645
5000,1.0,4773555
5001,0.0,6339722
5002,1.0,4922564
5003,0.0,130132022
5004,-1.0,15330803
5005,1.0,21872535
5006,0.0,36646655
5007,0.0,23179370
5008,0.0,19130510
5009,1.0,22441434
5010,0.0,21485650
5011,0.0,15194010
5012,1.0,103021666
5013,0.0,10511876
5014,-2.0,17620630
5015,-1.0,49444599
5016,-3.0,13078802
5017,0.0,5859414
5018,-1.0,13280342
5019,-1.0,17442385
5020,-1.0,11662069
5021,-1.0,21276176
5022,1.0,74057884
5023,1.0,17493214
5024,1.0,5677418
5025,1.0,110354417
5026,1.0,44287090
5027,0.0,40751430
5028,1.0,185545700
5029,-1.0,12954575
5030,-1.0,30227320
5031,3.0,17785920
5032,2.0,168765766
5033,0.0,45750292
5034,-1.0,13645631
5035,1.0,65288837
5036,2.0,14409037
5037,-2.0,7895597
5038,1.0,17250228
5039,-1.0,6454509
5040,0.0,8973010
5041,0.0,130809839
5042,1.0,28332955
5043,-1.0,6795782
5044,-1.0,32895897
5045,1.0,5079780
5046,2.0,6503376
5047,0.0,46009168
5048,1.0,60364396
5049,1.0,13953391
5050,1.0,15424734
5051,0.0,17958158
5052,1.0,13755992
5053,0.0,45226061
5054,0.0,8385819
5055,1.0,7006646
5056,0.0,7920883
5057,0.0,34541520
5058,0.0,8598488
5059,-2.0,5948276
5060,-1.0,14465488
5061,1.0,9634840
5062,0.0,46960610
5063,1.0,17614240
5064,1.0,7289539
5065,1.0,18788416
5066,-4.0,7934660
5067,0.0,11414871
5068,-1.0,11504247
5069,-1.0,9231714
5070,0.0,6311708
5071,2.0,13111263
5072,-1.0,20597930
5073,-2.0,18174839
5074,-1.0,16838140
5075,-1.0,16021538
5076,-2.0,19252208
5077,-3.0,5579220
5078,0.0,28733560
5079,0.0,69273657
5080,2.0,10734861
5081,2.0,18988950
5082,-3.0,12062388
5083,-3.0,11310560
5084,-1.0,9238845
5085,-3.0,3315908
5086,-1.0,16084720
5087,1.0,9632447
5088,-1.0,134140991
5089,0.0,8576732
5090,-1.0,5334451
5091,1.0,42016116
5092,0.0,13821830
5093,2.0,5572728
5094,0.0,23155349
5095,3.0,9228381
5096,0.0,45091360
5097,-6.0,10935090
5098,-1.0,40913060
5099,-1.0,53269073
5100,1.0,5851823
5101,0.0,11376242
5102,0.0,13408366
5103,0.0,15904786
5104,1.0,13728548
5105,-1.0,20187197
5106,2.0,18064470
5107,0.0,48432505
5108,1.0,6538554
5109,0.0,13259455
5110,0.0,11298623
5111,2.0,89260563
5112,-1.0,12582355
5113,0.0,35394899
5114,-1.0,23730869
5115,0.0,32601100
5116,1.0,7716172
5117,0.0,7958436
5118,2.0,6570032
5119,2.0,7036269
5120,2.0,37283802
5121,1.0,27243998
5122,0.0,8526342
5123,2.0,9256394
5124,2.0,48822228
5125,-2.0,11748855
5126,0.0,15778707
5127,-1.0,41123553
5128,-1.0,16280936
5129,-2.0,13576722
5130,1.0,19374364
5131,2.0,6400030
5132,1.0,46949766
5133,-1.0,18095233
5134,-1.0,11834433
5135,0.0,9400566
5136,2.0,19860155
5137,-5.0,10227752
5138,-4.0,9463178
5139,-1.0,11548072
5140,0.0,3857521
5141,0.0,10689881
5142,0.0,70245396
5143,-1.0,34998372
5144,0.0,96178120
5145,1.0,5263983
5146,0.0,79179230
5147,3.0,12423510
5148,-1.0,35577460
5149,0.0,6620233
5150,1.0,32058788
5151,-1.0,16540859
5152,1.0,18735010
5153,-2.0,10785503
5154,0.0,9017578
5155,0.0,90758860
5156,0.0,18581076
5157,-2.0,9339034
5158,-3.0,51336560
5159,2.0,41372042
5160,-1.0,17721313
5161,0.0,11289210
5162,0.0,7693875
5163,0.0,4183383
5164,0.0,9127294
5165,3.0,65066160
5166,1.0,101032282
5167,0.0,49214713
5168,-4.0,10333906
5169,0.0,6978480
5170,0.0,9676299
5171,2.0,18063400
5172,-1.0,83421996
5173,1.0,15056937
5174,-1.0,19886572
5175,0.0,12056759
5176,4.0,16303780
5177,-4.0,25175160
5178,-2.0,7964929
5179,-1.0,3290854
5180,0.0,10215232
5181,-1.0,28356733
5182,-4.0,19866380
5183,0.0,9862268
5184,2.0,58451484
5185,-1.0,5310927
5186,0.0,14781986
5187,-1.0,30018672
5188,0.0,5654315
5189,0.0,33056466
5190,0.0,6733033
5191,1.0,14866485
5192,0.0,4633141
5193,-3.0,10351820
5194,1.0,61577943
5195,-1.0,49992260
5196,-2.0,21124286
5197,-1.0,5228997
5198,-2.0,9971646
5199,-5.0,8381130
5200,2.0,13806612
5201,3.0,12293112
5202,0.0,182192134
5203,2.0,75596500
5204,-1.0,13152906
5205,2.0,65271250
5206,0.0,13661633
5207,-1.0,43269555
5208,6.0,21585958
5209,-1.0,28090339
5210,-1.0,19864905
5211,1.0,46715130
5212,1.0,9767392
5213,0.0,52413951
5214,-4.0,7269002
5215,-1.0,42650740
5216,-1.0,11367536
5217,-1.0,82445710
5218,0.0,14654992
5219,-3.0,76892284
5220,0.0,7194373
5221,1.0,11909065
5222,0.0,12268899
5223,0.0,42657826
5224,0.0,62010065
5225,-1.0,60391364
5226,0.0,10760609
5227,-1.0,28618930
5228,-2.0,18519369
5229,0.0,6239477
5230,-2.0,6529631
5231,-1.0,5579761
5232,1.0,20119978
5233,0.0,15235979
5234,0.0,7459539
5235,-1.0,18091398
5236,3.0,5960804
5237,-2.0,27382379
5238,3.0,44865130
5239,-2.0,124227803
5240,3.0,28529004
5241,0.0,27078264
5242,0.0,11187654
5243,1.0,5926960
5244,0.0,14223866
5245,1.0,8595241
5246,0.0,28376600
5247,1.0,9022262
5248,-1.0,7749252
5249,3.0,10157572
5250,3.0,51677560
5251,2.0,14004097
5252,1.0,11808506
5253,1.0,15145290
5254,-1.0,7023836
5255,0.0,10520754
5256,-1.0,40585841
5257,-1.0,8556553
5258,2.0,14865490
5259,0.0,9545887
5260,1.0,36026847
5261,-2.0,27003691
5262,-1.0,8971796
5263,0.0,4260210
5264,1.0,16529839
5265,0.0,44003660
5266,1.0,12724045
5267,-1.0,8290488
5268,0.0,29397970
5269,3.0,45746250
5270,1.0,67765071
5271,0.0,18317897
5272,-1.0,18689424
5273,3.0,69180043
5274,-2.0,12518761
5275,-2.0,15131378
5276,0.0,6936108
5277,3.0,12155452
5278,2.0,4875463
5279,1.0,76433743
5280,0.0,33365410
5281,1.0,33530616
5282,-2.0,23410329
5283,-1.0,29691475
5284,0.0,3174619
5285,0.0,25786520
5286,0.0,10853592
5287,1.0,10205482
5288,-1.0,89891360
5289,-4.0,10104702
5290,1.0,50104384
5291,-3.0,13680929
5292,3.0,43190327
5293,0.0,13431214
5294,-2.0,7265683
5295,2.0,14819460
5296,0.0,11378805
5297,2.0,48243470
5298,0.0,39420900
5299,0.0,47727599
5300,0.0,8614456
5301,1.0,67836242
5302,2.0,56630460
5303,-2.0,84979720
5304,1.0,5181636
5305,4.0,9823325
5306,-1.0,87236910
5307,0.0,4157317
5308,0.0,205560404
5309,1.0,23611669
5310,-1.0,75986164
5311,-1.0,20322021
5312,0.0,38697710
5313,-1.0,5971291
5314,1.0,5941543
5315,-2.0,9267816
5316,0.0,55952080
5317,0.0,71742356
5318,0.0,38414165
5319,1.0,6919410
5320,4.0,6981252
5321,2.0,9506935
5322,2.0,126437607
5323,1.0,54681632
5324,-4.0,7165485
