,고객번호,sa
922,9837,W30
923,9836,W30
924,11060,W30
925,9835,W30
926,11081,W30
927,9834,W30
928,9833,W30
929,9832,W30
930,9831,W30
931,11088,W30
932,9829,W30
933,11090,W30
934,9828,W30
935,9827,W30
936,9826,W30
937,11103,W30
938,9825,W30
939,9824,W30
940,11123,W30
941,9823,W30
942,9822,W30
943,11134,W30
944,11145,W30
945,9840,W30
946,11058,W30
947,9841,W30
948,11045,W30
949,10872,W30
950,10885,W30
951,10905,W30
952,10924,W30
953,10931,W30
954,10937,W30
955,9852,W30
956,10942,W30
957,10948,W30
958,10949,W30
959,9851,W30
960,9850,W30
961,9820,W30
962,9849,W30
963,10978,W30
964,10986,W30
965,9847,W30
966,10994,W30
967,9846,W30
968,9845,W30
969,9844,W30
970,10998,W30
971,11004,W30
972,9843,W30
973,9842,W30
974,11027,W30
975,9848,W30
976,10959,W30
977,9603,W30
978,9771,W30
979,9449,W30
980,9450,W30
981,9451,W30
982,9452,W30
983,9454,W30
984,9455,W30
985,9456,W30
986,9457,W30
987,9458,W30
988,9459,W30
989,9448,W30
990,9460,W30
991,9462,W30
992,9463,W30
993,9464,W30
994,9465,W30
995,9466,W30
996,9467,W30
997,9468,W30
998,9469,W30
999,9470,W30
1000,9471,W30
1001,9461,W30
1002,9473,W30
1003,9447,W30
1004,9445,W30
1005,9422,W30
1006,9423,W30
1007,9424,W30
1008,9425,W30
1009,9426,W30
1010,9427,W30
1011,9428,W30
1012,9429,W30
1013,9430,W30
1014,9431,W30
1015,9446,W30
1016,9432,W30
1017,9434,W30
1018,9435,W30
1019,9436,W30
1020,9437,W30
1021,9438,W30
1022,9439,W30
1023,9440,W30
1024,9442,W30
1025,9443,W30
1026,9444,W30
1027,9433,W30
1028,9474,W30
1029,9475,W30
1030,9476,W30
1031,9507,W30
1032,9508,W30
1033,9509,W30
1034,9510,W30
1035,9511,W30
1036,9513,W30
1037,9514,W30
1038,9515,W30
1039,9516,W30
1040,9517,W30
1041,9506,W30
1042,9518,W30
1043,9521,W30
1044,9523,W30
1045,9524,W30
1046,9525,W30
1047,9526,W30
1048,9527,W30
1049,9528,W30
1050,9529,W30
1051,9530,W30
1052,9531,W30
1053,9519,W30
1054,9505,W30
1055,9503,W30
1056,9502,W30
1057,9477,W30
1058,9478,W30
1059,9479,W30
1060,9480,W30
1061,9481,W30
1062,9482,W30
1063,9483,W30
1064,9484,W30
1065,9485,W30
1066,9486,W30
1067,9487,W30
1068,9488,W30
1069,9489,W30
1070,9490,W30
1071,9491,W30
1072,9493,W30
1073,9494,W30
1074,9495,W30
1075,9496,W30
1076,9498,W30
1077,9499,W30
1078,9500,W30
1079,9501,W30
1080,9421,W30
1081,9420,W30
1082,9419,W30
1083,9418,W30
1084,9334,W30
1085,9335,W30
1086,9336,W30
1087,9337,W30
1088,9338,W30
1089,9339,W30
1090,9340,W30
1091,9341,W30
1092,9342,W30
1093,9343,W30
1094,9333,W30
1095,9345,W30
1096,9347,W30
1097,9348,W30
1098,9349,W30
1099,9350,W30
1100,9351,W30
1101,9353,W30
1102,9354,W30
1103,9355,W30
1104,9356,W30
1105,9357,W30
1106,9346,W30
1107,9332,W30
1108,9330,W30
1109,9329,W30
1110,9301,W30
1111,9302,W30
1112,9303,W30
1113,9304,W30
1114,9305,W30
1115,9307,W30
1116,9308,W30
1117,9309,W30
1118,9312,W30
1119,9313,W30
1120,9314,W30
1121,9315,W30
1122,9317,W30
1123,9318,W30
1124,9319,W30
1125,9320,W30
1126,9321,W30
1127,9322,W30
1128,9324,W30
1129,9325,W30
1130,9326,W30
1131,9327,W30
1132,9328,W30
1133,9359,W30
1134,9532,W30
1135,9360,W30
1136,9362,W30
1137,9392,W30
1138,9393,W30
1139,9394,W30
1140,9395,W30
1141,9397,W30
1142,9398,W30
1143,9400,W30
1144,9402,W30
1145,9403,W30
1146,9404,W30
1147,9391,W30
1148,9405,W30
1149,9407,W30
1150,9408,W30
1151,9409,W30
1152,9410,W30
1153,9411,W30
1154,9412,W30
1155,9413,W30
1156,9414,W30
1157,9416,W30
1158,9417,W30
1159,9406,W30
1160,9390,W30
1161,9389,W30
1162,9388,W30
1163,9363,W30
1164,9364,W30
1165,9365,W30
1166,9366,W30
1167,9367,W30
1168,9368,W30
1169,9369,W30
1170,9370,W30
1171,9372,W30
1172,9373,W30
1173,9374,W30
1174,9375,W30
1175,9376,W30
1176,9378,W30
1177,9379,W30
1178,9380,W30
1179,9381,W30
1180,9382,W30
1181,9383,W30
1182,9384,W30
1183,9385,W30
1184,9386,W30
1185,9387,W30
1186,9361,W30
1187,9533,W30
1188,9535,W30
1189,9536,W30
1190,9691,W30
1191,9692,W30
1192,9693,W30
1193,9695,W30
1194,9696,W30
1195,9697,W30
1196,9698,W30
1197,9699,W30
1198,9700,W30
1199,9701,W30
1200,9690,W30
1201,9702,W30
1202,9704,W30
1203,9705,W30
1204,9706,W30
1205,9707,W30
1206,9708,W30
1207,9709,W30
1208,9710,W30
1209,9712,W30
1210,9713,W30
1211,9714,W30
1212,9703,W30
1213,9688,W30
1214,9687,W30
1215,9686,W30
1216,9660,W30
1217,9661,W30
1218,9662,W30
1219,9665,W30
1220,9666,W30
1221,9667,W30
1222,9668,W30
1223,9670,W30
1224,9671,W30
1225,9672,W30
1226,9673,W30
1227,9674,W30
1228,9675,W30
1229,9676,W30
1230,9677,W30
1231,9678,W30
1232,9679,W30
1233,9680,W30
1234,9681,W30
1235,9682,W30
1236,9683,W30
1237,9684,W30
1238,9685,W30
1239,9715,W30
1240,9659,W30
1241,9716,W30
1242,9718,W30
1243,9748,W30
1244,9749,W30
1245,9750,W30
1246,9751,W30
1247,9752,W30
1248,9753,W30
1249,9754,W30
1250,9755,W30
1251,9756,W30
1252,9757,W30
1253,9747,W30
1254,9758,W30
1255,9760,W30
1256,9761,W30
1257,9762,W30
1258,9764,W30
1259,9765,W30
1260,9766,W30
1261,9767,W30
1262,9768,W30
1263,9769,W30
1264,9770,W30
1265,9759,W30
1266,9746,W30
1267,9745,W30
1268,9744,W30
1269,9719,W30
1270,9721,W30
1271,9722,W30
1272,9723,W30
1273,9724,W30
1274,9725,W30
1275,9726,W30
1276,9727,W30
1277,9728,W30
1278,9729,W30
1279,9730,W30
1280,9731,W30
1281,9733,W30
1282,9734,W30
1283,9735,W30
1284,9736,W30
1285,9737,W30
1286,9738,W30
1287,9739,W30
1288,9740,W30
1289,9741,W30
1290,9742,W30
1291,9743,W30
1292,9717,W30
1293,9773,W30
1294,9658,W30
1295,9656,W30
1296,9570,W30
1297,9571,W30
1298,9572,W30
1299,9574,W30
1300,9576,W30
1301,9577,W30
1302,9578,W30
1303,9579,W30
1304,9580,W30
1305,9581,W30
1306,9569,W30
1307,9582,W30
1308,9584,W30
1309,9585,W30
1310,9587,W30
1311,9588,W30
1312,9589,W30
1313,9590,W30
1314,9591,W30
1315,9592,W30
1316,9593,W30
1317,9594,W30
1318,9583,W30
1319,9568,W30
1320,9567,W30
1321,9566,W30
1322,9537,W30
1323,9539,W30
1324,9540,W30
1325,9541,W30
1326,9542,W30
1327,9543,W30
1328,9544,W30
1329,9546,W30
1330,9547,W30
1331,9550,W30
1332,9551,W30
1333,9552,W30
1334,9554,W30
1335,9555,W30
1336,9556,W30
1337,9558,W30
1338,9559,W30
1339,9560,W30
1340,9561,W30
1341,9562,W30
1342,9563,W30
1343,9564,W30
1344,9565,W30
1345,9595,W30
1346,9657,W30
1347,9597,W30
1348,9599,W30
1349,9632,W30
1350,9633,W30
1351,9634,W30
1352,9635,W30
1353,9636,W30
1354,9638,W30
1355,9639,W30
1356,9640,W30
1357,9641,W30
1358,9642,W30
1359,9631,W30
1360,9643,W30
1361,9645,W30
1362,9646,W30
1363,9647,W30
1364,9648,W30
1365,9649,W30
1366,9650,W30
1367,9651,W30
1368,9652,W30
1369,9653,W30
1370,9654,W30
1371,9644,W30
1372,9630,W30
1373,9629,W30
1374,9628,W30
1375,9600,W30
1376,9601,W30
1377,9602,W30
1378,9604,W30
1379,9605,W30
1380,9606,W30
1381,9607,W30
1382,9608,W30
1383,9609,W30
1384,9610,W30
1385,9611,W30
1386,9612,W30
1387,9613,W30
1388,9614,W30
1389,9617,W30
1390,9618,W30
1391,9619,W30
1392,9620,W30
1393,9622,W30
1394,9623,W30
1395,9624,W30
1396,9625,W30
1397,9627,W30
1398,9598,W30
1399,11310,W30
1400,13292,W30
1401,11329,W30
1402,15725,W30
1403,15740,W30
1404,15743,W30
1405,15755,W30
1406,15757,W30
1407,15769,W30
1408,15770,W30
1409,15784,W30
1410,15795,W30
1411,15807,W30
1412,15815,W30
1413,15837,W30
1414,15838,W30
1415,15840,W30
1416,15854,W30
1417,15857,W30
1418,15860,W30
1419,15662,W30
1420,15868,W30
1421,15657,W30
1422,15639,W30
1423,15449,W30
1424,15452,W30
1425,15454,W30
1426,15479,W30
1427,15482,W30
1428,15484,W30
1429,15533,W30
1430,15541,W30
1431,15563,W30
1432,15567,W30
1433,15570,W30
1434,15574,W30
1435,15594,W30
1436,15611,W30
1437,15622,W30
1438,15631,W30
1439,15638,W30
1440,15649,W30
1441,15883,W30
1442,15887,W30
1443,15901,W30
1444,16065,W30
1445,16081,W30
1446,16084,W30
1447,16112,W30
1448,16114,W30
1449,16116,W30
1450,16136,W30
1451,16139,W30
1452,16161,W30
1453,16170,W30
1454,16171,W30
1455,16174,W30
1456,16226,W30
1457,16238,W30
1458,16258,W30
1459,16269,W30
1460,16293,W30
1461,16061,W30
1462,16049,W30
1463,16044,W30
1464,16041,W30
1465,15905,W30
1466,15915,W30
1467,15920,W30
1468,15927,W30
1469,15930,W30
1470,15931,W30
1471,15933,W30
1472,15947,W30
1473,15446,W30
1474,15955,W30
1475,15979,W30
1476,15987,W30
1477,15994,W30
1478,15998,W30
1479,16007,W30
1480,16011,W30
1481,16034,W30
1482,16036,W30
1483,15969,W30
1484,15435,W30
1485,15432,W30
1486,15426,W30
1487,14715,W30
1488,14724,W30
1489,14726,W30
1490,14755,W30
1491,14769,W30
1492,14785,W30
1493,14802,W30
1494,14808,W30
1495,14826,W30
1496,14834,W30
1497,14839,W30
1498,14850,W30
1499,14859,W30
1500,14909,W30
1501,14914,W30
1502,14917,W30
1503,14925,W30
1504,14714,W30
1505,14700,W30
1506,14686,W30
1507,14685,W30
1508,14515,W30
1509,14522,W30
1510,14544,W30
1511,14551,W30
1512,14552,W30
1513,14564,W30
1514,14570,W30
1515,14573,W30
1516,14931,W30
1517,14578,W30
1518,14600,W30
1519,14609,W30
1520,14622,W30
1521,14632,W30
1522,14640,W30
1523,14643,W30
1524,14654,W30
1525,14664,W30
1526,14597,W30
1527,16316,W30
1528,14952,W30
1529,14969,W30
1530,15196,W30
1531,15210,W30
1532,15252,W30
1533,15255,W30
1534,15285,W30
1535,15306,W30
1536,15318,W30
1537,15321,W30
1538,15322,W30
1539,15339,W30
1540,15354,W30
1541,15356,W30
1542,15360,W30
1543,15389,W30
1544,15392,W30
1545,15416,W30
1546,15423,W30
1547,15184,W30
1548,15150,W30
1549,15149,W30
1550,15145,W30
1551,15001,W30
1552,15009,W30
1553,15044,W30
1554,15049,W30
1555,15053,W30
1556,15056,W30
1557,15058,W30
1558,15079,W30
1559,14958,W30
1560,15089,W30
1561,15101,W30
1562,15102,W30
1563,15110,W30
1564,15119,W30
1565,15124,W30
1566,15129,W30
1567,15133,W30
1568,15136,W30
1569,15092,W30
1570,14511,W30
1571,16325,W30
1572,16330,W30
1573,18181,W30
1574,18216,W30
1575,18259,W30
1576,18261,W30
1577,18262,W30
1578,18289,W30
1579,18291,W30
1580,18297,W30
1581,18327,W30
1582,18365,W30
1583,18379,W30
1584,18388,W30
1585,18432,W30
1586,18435,W30
1587,18448,W30
1588,18454,W30
1589,18466,W30
1590,18176,W30
1591,18509,W30
1592,18087,W30
1593,18012,W30
1594,17598,W30
1595,17624,W30
1596,17633,W30
1597,17635,W30
1598,17706,W30
1599,17726,W30
1600,17771,W30
1601,17782,W30
1602,17789,W30
1603,17811,W30
1604,17813,W30
1605,17885,W30
1606,17907,W30
1607,17916,W30
1608,17921,W30
1609,17925,W30
1610,17935,W30
1611,18085,W30
1612,18523,W30
1613,18541,W30
1614,18545,W30
1615,19000,W30
1616,19021,W30
1617,19032,W30
1618,19036,W30
1619,19038,W30
1620,19093,W30
1621,19130,W30
1622,19134,W30
1623,19153,W30
1624,19186,W30
1625,19245,W30
1626,19273,W30
1627,19280,W30
1628,19295,W30
1629,19297,W30
1630,19317,W30
1631,19338,W30
1632,18990,W30
1633,18981,W30
1634,18915,W30
1635,18854,W30
1636,18549,W30
1637,18582,W30
1638,18608,W30
1639,18612,W30
1640,18638,W30
1641,18663,W30
1642,18664,W30
1643,18694,W30
1644,17586,W30
1645,18708,W30
1646,18731,W30
1647,18754,W30
1648,18764,W30
1649,18768,W30
1650,18794,W30
1651,18813,W30
1652,18823,W30
1653,18827,W30
1654,18713,W30
1655,17547,W30
1656,17544,W30
1657,17521,W30
1658,16628,W30
1659,16636,W30
1660,16675,W30
1661,16684,W30
1662,16713,W30
1663,16716,W30
1664,16717,W30
1665,16750,W30
1666,16753,W30
1667,16763,W30
1668,16772,W30
1669,16773,W30
1670,16776,W30
1671,16786,W30
1672,16790,W30
1673,16804,W30
1674,16814,W30
1675,16618,W30
1676,16613,W30
1677,16554,W30
1678,16553,W30
1679,16335,W30
1680,16346,W30
1681,16347,W30
1682,16358,W30
1683,16364,W30
1684,16366,W30
1685,16375,W30
1686,16380,W30
1687,16818,W30
1688,16385,W30
1689,16404,W30
1690,16418,W30
1691,16429,W30
1692,16430,W30
1693,16431,W30
1694,16441,W30
1695,16496,W30
1696,16540,W30
1697,16388,W30
1698,16329,W30
1699,16833,W30
1700,16853,W30
1701,17226,W30
1702,17262,W30
1703,17275,W30
1704,17287,W30
1705,17321,W30
1706,17326,W30
1707,17346,W30
1708,17351,W30
1709,17358,W30
1710,17359,W30
1711,17389,W30
1712,17401,W30
1713,17439,W30
1714,17445,W30
1715,17473,W30
1716,17484,W30
1717,17500,W30
1718,17220,W30
1719,17206,W30
1720,17183,W30
1721,17155,W30
1722,16865,W30
1723,16905,W30
1724,16909,W30
1725,16927,W30
1726,16938,W30
1727,16972,W30
1728,16977,W30
1729,16996,W30
1730,16836,W30
1731,17015,W30
1732,17045,W30
1733,17069,W30
1734,17093,W30
1735,17102,W30
1736,17108,W30
1737,17125,W30
1738,17136,W30
1739,17145,W30
1740,17039,W30
1741,14510,W30
1742,14503,W30
1743,14501,W30
1744,12403,W30
1745,12412,W30
1746,12415,W30
1747,12426,W30
1748,12427,W30
1749,12437,W30
1750,12440,W30
1751,12444,W30
1752,12448,W30
1753,12455,W30
1754,12465,W30
1755,12470,W30
1756,12471,W30
1757,12478,W30
1758,12482,W30
1759,12501,W30
1760,12502,W30
1761,12382,W30
1762,12506,W30
1763,12375,W30
1764,12367,W30
1765,12239,W30
1766,12244,W30
1767,12247,W30
1768,12257,W30
1769,12262,W30
1770,12271,W30
1771,12284,W30
1772,12291,W30
1773,12297,W30
1774,12299,W30
1775,12319,W30
1776,12320,W30
1777,12333,W30
1778,12356,W30
1779,12358,W30
1780,12360,W30
1781,12362,W30
1782,12369,W30
1783,12508,W30
1784,12512,W30
1785,12522,W30
1786,12695,W30
1787,12703,W30
1788,12716,W30
1789,12717,W30
1790,12718,W30
1791,12719,W30
1792,12723,W30
1793,12731,W30
1794,12738,W30
1795,12753,W30
1796,12755,W30
1797,12762,W30
1798,12768,W30
1799,12779,W30
1800,12782,W30
1801,12786,W30
1802,12788,W30
1803,12692,W30
1804,12690,W30
1805,12678,W30
1806,12661,W30
1807,12525,W30
1808,12532,W30
1809,12537,W30
1810,12539,W30
1811,12542,W30
1812,12547,W30
1813,12550,W30
1814,12564,W30
1815,12228,W30
1816,12585,W30
1817,12602,W30
1818,12603,W30
1819,12615,W30
1820,12620,W30
1821,12621,W30
1822,12649,W30
1823,12651,W30
1824,12652,W30
1825,12594,W30
1826,12198,W30
1827,12189,W30
1828,12185,W30
1829,11518,W30
1830,11538,W30
1831,11592,W30
1832,11608,W30
1833,11612,W30
1834,11637,W30
1835,11638,W30
1836,11667,W30
1837,11674,W30
1838,11692,W30
1839,11709,W30
1840,11711,W30
1841,11718,W30
1842,11721,W30
1843,11727,W30
1844,11788,W30
1845,11790,W30
1846,11515,W30
1847,11488,W30
1848,11482,W30
1849,11464,W30
1850,11331,W30
1851,11342,W30
1852,11348,W30
1853,11349,W30
1854,11357,W30
1855,11362,W30
1856,11375,W30
1857,11383,W30
1858,11802,W30
1859,11387,W30
1860,11421,W30
1861,11424,W30
1862,11430,W30
1863,11434,W30
1864,11435,W30
1865,11442,W30
1866,11457,W30
1867,11460,W30
1868,11408,W30
1869,12794,W30
1870,11812,W30
1871,11821,W30
1872,12045,W30
1873,12052,W30
1874,12055,W30
1875,12066,W30
1876,12075,W30
1877,12086,W30
1878,12089,W30
1879,12094,W30
1880,12108,W30
1881,12116,W30
1882,12123,W30
1883,12128,W30
1884,12134,W30
1885,12139,W30
1886,12140,W30
1887,12146,W30
1888,12172,W30
1889,12042,W30
1890,12039,W30
1891,12023,W30
1892,12017,W30
1893,11843,W30
1894,11859,W30
1895,11865,W30
1896,11894,W30
1897,11922,W30
1898,11930,W30
1899,11935,W30
1900,11940,W30
1901,11813,W30
1902,11958,W30
1903,11967,W30
1904,11970,W30
1905,11972,W30
1906,11988,W30
1907,11989,W30
1908,11990,W30
1909,11992,W30
1910,12005,W30
1911,11965,W30
1912,12801,W30
1913,12836,W30
1914,12838,W30
1915,13894,W30
1916,13895,W30
1917,13902,W30
1918,13913,W30
1919,13934,W30
1920,13941,W30
1921,13942,W30
1922,13947,W30
1923,13959,W30
1924,13972,W30
1925,13979,W30
1926,13989,W30
1927,14011,W30
1928,14017,W30
1929,14024,W30
1930,14030,W30
1931,14045,W30
1932,13893,W30
1933,13879,W30
1934,13866,W30
1935,13865,W30
1936,13699,W30
1937,13706,W30
1938,13714,W30
1939,13737,W30
1940,13776,W30
1941,13783,W30
1942,13787,W30
1943,13800,W30
1944,14047,W30
1945,13802,W30
1946,13811,W30
1947,13816,W30
1948,13818,W30
1949,13819,W30
1950,13825,W30
1951,13837,W30
1952,13847,W30
1953,13848,W30
1954,13809,W30
1955,13675,W30
1956,14070,W30
1957,14108,W30
1958,14337,W30
1959,14350,W30
1960,14366,W30
1961,14367,W30
1962,14371,W30
1963,14391,W30
1964,14418,W30
1965,14420,W30
1966,14426,W30
1967,14433,W30
1968,14434,W30
1969,14436,W30
1970,14439,W30
1971,14452,W30
1972,14460,W30
1973,14492,W30
1974,14496,W30
1975,14330,W30
1976,14329,W30
1977,14324,W30
1978,14320,W30
1979,14149,W30
1980,14158,W30
1981,14159,W30
1982,14161,W30
1983,14167,W30
1984,14179,W30
1985,14180,W30
1986,14212,W30
1987,14097,W30
1988,14225,W30
1989,14240,W30
1990,14245,W30
1991,14252,W30
1992,14287,W30
1993,14291,W30
1994,14292,W30
1995,14308,W30
1996,14311,W30
1997,14227,W30
1998,11313,W30
1999,13665,W30
2000,13636,W30
2001,13026,W30
2002,13054,W30
2003,13056,W30
2004,13058,W30
2005,13060,W30
2006,13083,W30
2007,13088,W30
2008,13091,W30
2009,13096,W30
2010,13133,W30
2011,13137,W30
2012,13139,W30
2013,13155,W30
2014,13160,W30
2015,13172,W30
2016,13173,W30
2017,13209,W30
2018,13008,W30
2019,13005,W30
2020,12994,W30
2021,12993,W30
2022,12839,W30
2023,12844,W30
2024,12855,W30
2025,12856,W30
2026,12867,W30
2027,12885,W30
2028,12889,W30
2029,12904,W30
2030,13218,W30
2031,12912,W30
2032,12918,W30
2033,12920,W30
2034,12926,W30
2035,12939,W30
2036,12946,W30
2037,12953,W30
2038,12969,W30
2039,12981,W30
2040,12915,W30
2041,13657,W30
2042,13220,W30
2043,13234,W30
2044,13493,W30
2045,13494,W30
2046,13498,W30
2047,13505,W30
2048,13521,W30
2049,13552,W30
2050,13555,W30
2051,13560,W30
2052,13570,W30
2053,13583,W30
2054,13612,W30
2055,13613,W30
2056,13615,W30
2057,13620,W30
2058,13623,W30
2059,13624,W30
2060,13634,W30
2061,13488,W30
2062,13485,W30
2063,13471,W30
2064,13466,W30
2065,13264,W30
2066,13268,W30
2067,13288,W30
2068,9300,W30
2069,13294,W30
2070,13301,W30
2071,13340,W30
2072,13360,W30
2073,13232,W30
2074,13374,W30
2075,13383,W30
2076,13385,W30
2077,13405,W30
2078,13408,W30
2079,13418,W30
2080,13436,W30
2081,13438,W30
2082,13453,W30
2083,13382,W30
2084,9299,W30
2085,9504,W30
2086,8123,W30
2087,8316,W30
2088,16634,W30
2089,8317,W30
2090,8319,W30
2091,8320,W30
2092,16655,W30
2093,8321,W30
2094,8323,W30
2095,8324,W30
2096,16670,W30
2097,8325,W30
2098,16679,W30
2099,8326,W30
2100,16685,W30
2101,16693,W30
2102,8327,W30
2103,8328,W30
2104,8315,W30
2105,8314,W30
2106,16622,W30
2107,8313,W30
2108,16527,W30
2109,8299,W30
2110,8300,W30
2111,8301,W30
2112,8302,W30
2113,8303,W30
2114,16567,W30
2115,8304,W30
2116,16715,W30
2117,8305,W30
2118,8307,W30
2119,8308,W30
2120,8310,W30
2121,16597,W30
2122,8311,W30
2123,16599,W30
2124,16603,W30
2125,8312,W30
2126,16582,W30
2127,16522,W30
2128,8329,W30
2129,16726,W30
2130,8347,W30
2131,16834,W30
2132,8348,W30
2133,16845,W30
2134,8349,W30
2135,8350,W30
2136,16872,W30
2137,16875,W30
2138,8351,W30
2139,8352,W30
2140,16887,W30
2141,16892,W30
2142,16898,W30
2143,8353,W30
2144,16912,W30
2145,16918,W30
2146,16921,W30
2147,8346,W30
2148,8345,W30
2149,8343,W30
2150,16815,W30
2151,8332,W30
2152,8333,W30
2153,8334,W30
2154,16741,W30
2155,8335,W30
2156,16748,W30
2157,8336,W30
2158,8337,W30
2159,8331,W30
2160,16764,W30
2161,8338,W30
2162,8339,W30
2163,8340,W30
2164,16797,W30
2165,8341,W30
2166,16800,W30
2167,8342,W30
2168,16811,W30
2169,16769,W30
2170,8354,W30
2171,8298,W30
2172,16517,W30
2173,8256,W30
2174,8257,W30
2175,8258,W30
2176,8259,W30
2177,16363,W30
2178,8261,W30
2179,8262,W30
2180,8263,W30
2181,8265,W30
2182,16373,W30
2183,8266,W30
2184,16384,W30
2185,8267,W30
2186,16389,W30
2187,16390,W30
2188,9974,W30
2189,8268,W30
2190,10013,W30
2191,8255,W30
2192,8254,W30
2193,8253,W30
2194,10061,W30
2195,10059,W30
2196,16315,W30
2197,10054,W30
2198,10053,W30
2199,8240,W30
2200,8241,W30
2201,16337,W30
2202,8269,W30
2203,8242,W30
2204,8244,W30
2205,8245,W30
2206,8248,W30
2207,8249,W30
2208,10027,W30
2209,8250,W30
2210,8252,W30
2211,16349,W30
2212,8243,W30
2213,8297,W30
2214,8270,W30
2215,16397,W30
2216,8289,W30
2217,16442,W30
2218,16444,W30
2219,8290,W30
2220,16446,W30
2221,8291,W30
2222,8292,W30
2223,16459,W30
2224,16461,W30
2225,8293,W30
2226,8294,W30
2227,16483,W30
2228,8295,W30
2229,16490,W30
2230,8296,W30
2231,16506,W30
2232,16510,W30
2233,8287,W30
2234,16436,W30
2235,16434,W30
2236,8286,W30
2237,8272,W30
2238,8273,W30
2239,8274,W30
2240,8276,W30
2241,16402,W30
2242,8277,W30
2243,8278,W30
2244,8280,W30
2245,8271,W30
2246,9942,W30
2247,8281,W30
2248,8283,W30
2249,9930,W30
2250,9929,W30
2251,8284,W30
2252,8285,W30
2253,9925,W30
2254,16426,W30
2255,9941,W30
2256,8355,W30
2257,8356,W30
2258,8357,W30
2259,8443,W30
2260,8444,W30
2261,8445,W30
2262,8446,W30
2263,8447,W30
2264,8448,W30
2265,8449,W30
2266,8451,W30
2267,17517,W30
2268,8454,W30
2269,8456,W30
2270,17533,W30
2271,8457,W30
2272,8458,W30
2273,17542,W30
2274,17580,W30
2275,9297,W30
2276,8441,W30
2277,8440,W30
2278,17447,W30
2279,8439,W30
2280,8425,W30
2281,8426,W30
2282,8427,W30
2283,8428,W30
2284,8429,W30
2285,8430,W30
2286,17403,W30
2287,8431,W30
2288,9296,W30
2289,8432,W30
2290,8433,W30
2291,8435,W30
2292,17423,W30
2293,8436,W30
2294,8437,W30
2295,17431,W30
2296,8438,W30
2297,17440,W30
2298,17416,W30
2299,8424,W30
2300,9295,W30
2301,9293,W30
2302,9266,W30
2303,9262,W30
2304,9261,W30
2305,9260,W30
2306,9259,W30
2307,9258,W30
2308,9257,W30
2309,9256,W30
2310,9255,W30
2311,9254,W30
2312,9253,W30
2313,9252,W30
2314,9251,W30
2315,9250,W30
2316,9247,W30
2317,9246,W30
2318,9245,W30
2319,9267,W30
2320,9268,W30
2321,9269,W30
2322,9270,W30
2323,9292,W30
2324,9290,W30
2325,9289,W30
2326,9288,W30
2327,9287,W30
2328,9286,W30
2329,9285,W30
2330,9284,W30
2331,9294,W30
2332,9283,W30
2333,9280,W30
2334,9279,W30
2335,9277,W30
2336,9276,W30
2337,9275,W30
2338,9274,W30
2339,9273,W30
2340,9272,W30
2341,9282,W30
2342,8423,W30
2343,8421,W30
2344,17349,W30
2345,8374,W30
2346,8375,W30
2347,8377,W30
2348,8378,W30
2349,17062,W30
2350,17067,W30
2351,8379,W30
2352,8380,W30
2353,8382,W30
2354,8383,W30
2355,8384,W30
2356,8385,W30
2357,17103,W30
2358,17111,W30
2359,17122,W30
2360,17127,W30
2361,17130,W30
2362,8373,W30
2363,17020,W30
2364,17016,W30
2365,17013,W30
2366,8358,W30
2367,8360,W30
2368,8361,W30
2369,16949,W30
2370,8362,W30
2371,8363,W30
2372,16967,W30
2373,8364,W30
2374,8386,W30
2375,8366,W30
2376,8368,W30
2377,8369,W30
2378,16989,W30
2379,16993,W30
2380,16995,W30
2381,8371,W30
2382,8372,W30
2383,17011,W30
2384,8367,W30
2385,8387,W30
2386,8388,W30
2387,17149,W30
2388,8409,W30
2389,17267,W30
2390,17270,W30
2391,17272,W30
2392,8410,W30
2393,8411,W30
2394,8412,W30
2395,17296,W30
2396,8408,W30
2397,8413,W30
2398,8416,W30
2399,8417,W30
2400,17323,W30
2401,8418,W30
2402,17337,W30
2403,17339,W30
2404,8419,W30
2405,8420,W30
2406,8415,W30
2407,8239,W30
2408,8406,W30
2409,8405,W30
2410,17153,W30
2411,8389,W30
2412,8392,W30
2413,8394,W30
2414,17166,W30
2415,8396,W30
2416,17172,W30
2417,17176,W30
2418,17259,W30
2419,8398,W30
2420,17205,W30
2421,8399,W30
2422,17227,W30
2423,8400,W30
2424,8401,W30
2425,8402,W30
2426,8403,W30
2427,17256,W30
2428,17197,W30
2429,9244,W30
2430,16310,W30
2431,8236,W30
2432,15882,W30
2433,10576,W30
2434,15889,W30
2435,8047,W30
2436,10569,W30
2437,8049,W30
2438,8052,W30
2439,8054,W30
2440,10561,W30
2441,10560,W30
2442,15898,W30
2443,10557,W30
2444,15904,W30
2445,10555,W30
2446,8055,W30
2447,8057,W30
2448,8059,W30
2449,15879,W30
2450,10581,W30
2451,15876,W30
2452,8046,W30
2453,15851,W30
2454,10618,W30
2455,8031,W30
2456,10615,W30
2457,15856,W30
2458,8032,W30
2459,8033,W30
2460,8035,W30
2461,8061,W30
2462,15864,W30
2463,8039,W30
2464,8040,W30
2465,15867,W30
2466,8041,W30
2467,10599,W30
2468,8042,W30
2469,8043,W30
2470,8045,W30
2471,8036,W30
2472,10622,W30
2473,15909,W30
2474,8063,W30
2475,8081,W30
2476,8082,W30
2477,8083,W30
2478,8084,W30
2479,8085,W30
2480,8086,W30
2481,8087,W30
2482,10470,W30
2483,15971,W30
2484,15972,W30
